Gm#,Date,Unnamed: 2,Tm,Unnamed: 4,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
122,2022/08/22,boxscore (https://www.baseball-reference.com/boxes/KCA/KCA202208220.shtml),CHW,@,KCR (https://www.baseball-reference.com/teams/KCR/2022.shtml),L,4,6,,62-60,3,3,Garrett (https://www.baseball-reference.com/players/g/garream01.shtml),Kelly (https://www.baseball-reference.com/players/k/kellyjo05.shtml),Barlow (https://www.baseball-reference.com/players/b/barlosc01.shtml),3:36,D,"8,471",0.94,-,
123,2022/08/23,boxscore (https://www.baseball-reference.com/boxes/BAL/BAL202208230.shtml),CHW,@,BAL (https://www.baseball-reference.com/teams/BAL/2022.shtml),L,3,5,,62-61,3,4,Voth (https://www.baseball-reference.com/players/v/vothau01.shtml),Cease (https://www.baseball-reference.com/players/c/ceasedy01.shtml),Bautista (https://www.baseball-reference.com/players/b/bautife01.shtml),3:36,N,"12,954",0.96,--,
124,2022/08/24,boxscore (https://www.baseball-reference.com/boxes/BAL/BAL202208240.shtml),CHW,@,BAL (https://www.baseball-reference.com/teams/BAL/2022.shtml),W,5,3,,63-61,2,4,Giolito (https://www.baseball-reference.com/players/g/giolilu01.shtml),Watkins (https://www.baseball-reference.com/players/w/watkisp01.shtml),,3:24,N,"12,565",0.83,+,
125,2022/08/25,boxscore (https://www.baseball-reference.com/boxes/BAL/BAL202208250.shtml),CHW,@,BAL (https://www.baseball-reference.com/teams/BAL/2022.shtml),L-wo,3,4,11,63-62,2,4,Bautista (https://www.baseball-reference.com/players/b/bautife01.shtml),Diekman (https://www.baseball-reference.com/players/d/diekmja01.shtml),,3:29,N,"13,905",0.92,-,
126,2022/08/26,boxscore (https://www.baseball-reference.com/boxes/CHA/CHA202208260.shtml),CHW,,ARI (https://www.baseball-reference.com/teams/ARI/2022.shtml),L,2,7,,63-63,3,4,Henry (https://www.baseball-reference.com/players/h/henryto01.shtml),Cueto (https://www.baseball-reference.com/players/c/cuetojo01.shtml),,2:40,N,"33,054",0.72,--,
127,2022/08/27,boxscore (https://www.baseball-reference.com/boxes/CHA/CHA202208270.shtml),CHW,,ARI (https://www.baseball-reference.com/teams/ARI/2022.shtml),L,5,10,,63-64,3,5,Kelly (https://www.baseball-reference.com/players/k/kellyme01.shtml),Martin (https://www.baseball-reference.com/players/m/martida03.shtml),,3:32,N,"25,837",0.63,---,
128,2022/08/28,boxscore (https://www.baseball-reference.com/boxes/CHA/CHA202208280.shtml),CHW,,ARI (https://www.baseball-reference.com/teams/ARI/2022.shtml),L,2,3,,63-65,3,5,Ramirez (https://www.baseball-reference.com/players/r/ramirno01.shtml),Graveman (https://www.baseball-reference.com/players/g/graveke01.shtml),Kennedy (https://www.baseball-reference.com/players/k/kenneia01.shtml),2:50,D,"29,781",0.49,----,
129,2022/08/30,boxscore (https://www.baseball-reference.com/boxes/CHA/CHA202208300.shtml),CHW,,KCR (https://www.baseball-reference.com/teams/KCR/2022.shtml),L,7,9,,63-66,3,6,Cuas (https://www.baseball-reference.com/players/c/cuasjo01.shtml),Giolito (https://www.baseball-reference.com/players/g/giolilu01.shtml),,3:21,N,"17,130",0.4,-----,
130,2022/08/31,boxscore (https://www.baseball-reference.com/boxes/CHA/CHA202208310.shtml),CHW,,KCR (https://www.baseball-reference.com/teams/KCR/2022.shtml),W,4,2,,64-66,3,5,Lynn (https://www.baseball-reference.com/players/l/lynnla01.shtml),Bubic (https://www.baseball-reference.com/players/b/bubickr01.shtml),Hendriks (https://www.baseball-reference.com/players/h/hendrli01.shtml),2:43,N,"17,168",0.27,+,
Gm#,,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
131,2022/09/01,boxscore (https://www.baseball-reference.com/boxes/CHA/CHA202209010.shtml),CHW,,KCR (https://www.baseball-reference.com/teams/KCR/2022.shtml),W,7,1,,65-66,3,4,Cueto (https://www.baseball-reference.com/players/c/cuetojo01.shtml),Mengden (https://www.baseball-reference.com/players/m/mengdda01.shtml),,3:22,D,"15,257",0.35,++,
132,2022/09/02,boxscore (https://www.baseball-reference.com/boxes/CHA/CHA202209020.shtml),CHW,,MIN (https://www.baseball-reference.com/teams/MIN/2022.shtml),W-wo,4,3,,66-66,3,3,Hendriks (https://www.baseball-reference.com/players/h/hendrli01.shtml),López (https://www.baseball-reference.com/players/l/lopezjo02.shtml),,3:17,N,"24,818",0.55,+++,
133,2022/09/03,boxscore (https://www.baseball-reference.com/boxes/CHA/CHA202209030.shtml),CHW,,MIN (https://www.baseball-reference.com/teams/MIN/2022.shtml),W,13,0,,67-66,3,2,Cease (https://www.baseball-reference.com/players/c/ceasedy01.shtml),Mahle (https://www.baseball-reference.com/players/m/mahlety01.shtml),,2:21,N,"31,655",0.75,++++,
134,2022/09/04,boxscore (https://www.baseball-reference.com/boxes/CHA/CHA202209040.shtml),CHW,,MIN (https://www.baseball-reference.com/teams/MIN/2022.shtml),L,1,5,,67-67,3,2,Bundy (https://www.baseball-reference.com/players/b/bundydy01.shtml),Giolito (https://www.baseball-reference.com/players/g/giolilu01.shtml),,3:21,D,"32,305",0.91,-,
135,2022/09/05,boxscore (https://www.baseball-reference.com/boxes/SEA/SEA202209050.shtml),CHW,@,SEA (https://www.baseball-reference.com/teams/SEA/2022.shtml),W,3,2,,68-67,3,2,Lynn (https://www.baseball-reference.com/players/l/lynnla01.shtml),Gonzales (https://www.baseball-reference.com/players/g/gonzama02.shtml),Hendriks (https://www.baseball-reference.com/players/h/hendrli01.shtml),2:48,D,"37,109",0.63,+,
136,2022/09/06,boxscore (https://www.baseball-reference.com/boxes/SEA/SEA202209060.shtml),CHW,@,SEA (https://www.baseball-reference.com/teams/SEA/2022.shtml),L,0,3,,68-68,3,3,Gilbert (https://www.baseball-reference.com/players/g/gilbelo01.shtml),Cueto (https://www.baseball-reference.com/players/c/cuetojo01.shtml),Sewald (https://www.baseball-reference.com/players/s/sewalpa01.shtml),3:02,N,"17,958",0.73,-,
137,2022/09/07,boxscore (https://www.baseball-reference.com/boxes/SEA/SEA202209070.shtml),CHW,@,SEA (https://www.baseball-reference.com/teams/SEA/2022.shtml),W,9,6,,69-68,2,2,Bummer (https://www.baseball-reference.com/players/b/bummeaa01.shtml),Castillo (https://www.baseball-reference.com/players/c/castidi01.shtml),Hendriks (https://www.baseball-reference.com/players/h/hendrli01.shtml),3:32,D,"15,264",0.53,+,
138,2022/09/08,boxscore (https://www.baseball-reference.com/boxes/OAK/OAK202209080.shtml),CHW,@,OAK (https://www.baseball-reference.com/teams/OAK/2022.shtml),W,14,2,,70-68,2,1.5,Cease (https://www.baseball-reference.com/players/c/ceasedy01.shtml),Sears (https://www.baseball-reference.com/players/s/searsjp01.shtml),,3:16,N,"4,591",0.75,++,
139,2022/09/09,boxscore (https://www.baseball-reference.com/boxes/OAK/OAK202209090.shtml),CHW,@,OAK (https://www.baseball-reference.com/teams/OAK/2022.shtml),W,5,3,,71-68,2,1.5,Bummer (https://www.baseball-reference.com/players/b/bummeaa01.shtml),Puk (https://www.baseball-reference.com/players/p/pukaj01.shtml),Hendriks (https://www.baseball-reference.com/players/h/hendrli01.shtml),2:53,N,"11,494",0.84,+++,
140,2022/09/10,boxscore (https://www.baseball-reference.com/boxes/OAK/OAK202209100.shtml),CHW,@,OAK (https://www.baseball-reference.com/teams/OAK/2022.shtml),W,10,2,,72-68,2,1.5,Lynn (https://www.baseball-reference.com/players/l/lynnla01.shtml),Martinez (https://www.baseball-reference.com/players/m/martiad01.shtml),,3:43,D,"11,107",0.87,++++,
141,2022/09/11,boxscore (https://www.baseball-reference.com/boxes/OAK/OAK202209110.shtml),CHW,@,OAK (https://www.baseball-reference.com/teams/OAK/2022.shtml),L,3,10,,72-69,2,2.5,Irvin (https://www.baseball-reference.com/players/i/irvinco01.shtml),Cueto (https://www.baseball-reference.com/players/c/cuetojo01.shtml),,2:44,D,"11,701",1.02,-,
142,2022/09/13,boxscore (https://www.baseball-reference.com/boxes/CHA/CHA202209130.shtml),CHW,,COL (https://www.baseball-reference.com/teams/COL/2022.shtml),W,4,2,,73-69,2,3,Kopech (https://www.baseball-reference.com/players/k/kopecmi01.shtml),Kuhl (https://www.baseball-reference.com/players/k/kuhlch01.shtml),Hendriks (https://www.baseball-reference.com/players/h/hendrli01.shtml),2:40,N,"23,606",0.72,+,
143,2022/09/14,boxscore (https://www.baseball-reference.com/boxes/CHA/CHA202209140.shtml),CHW,,COL (https://www.baseball-reference.com/teams/COL/2022.shtml),L,0,3,,73-70,2,4,Freeland (https://www.baseball-reference.com/players/f/freelky01.shtml),Cease (https://www.baseball-reference.com/players/c/ceasedy01.shtml),Bard (https://www.baseball-reference.com/players/b/bardda01.shtml),3:07,D,"16,654",0.76,-,
144,2022/09/15,boxscore (https://www.baseball-reference.com/boxes/CLE/CLE202209150.shtml),CHW,@,CLE (https://www.baseball-reference.com/teams/CLE/2022.shtml),W,8,2,,74-70,2,3,Lynn (https://www.baseball-reference.com/players/l/lynnla01.shtml),Gaddis (https://www.baseball-reference.com/players/g/gaddihu01.shtml),,3:04,D,"11,186",0.95,+,2022-08-21 (Rain)
145,2022/09/16,boxscore (https://www.baseball-reference.com/boxes/DET/DET202209160.shtml),CHW,@,DET (https://www.baseball-reference.com/teams/DET/2022.shtml),L-wo,2,3,10,74-71,2,4,Lange (https://www.baseball-reference.com/players/l/langeal01.shtml),Hendriks (https://www.baseball-reference.com/players/h/hendrli01.shtml),,3:18,N,"16,335",0.75,-,
146,2022/09/17,boxscore (https://www.baseball-reference.com/boxes/DET/DET202209170.shtml),CHW,@,DET (https://www.baseball-reference.com/teams/DET/2022.shtml),W,4,3,11,75-71,2,4.5,Hendriks (https://www.baseball-reference.com/players/h/hendrli01.shtml),Soto (https://www.baseball-reference.com/players/s/sotogr01.shtml),Bummer (https://www.baseball-reference.com/players/b/bummeaa01.shtml),3:29,N,"17,579",0.58,+,
147,2022/09/18,boxscore (https://www.baseball-reference.com/boxes/DET/DET202209180.shtml),CHW,@,DET (https://www.baseball-reference.com/teams/DET/2022.shtml),W,11,5,,76-71,2,3.5,Banks (https://www.baseball-reference.com/players/b/banksta01.shtml),Hutchison (https://www.baseball-reference.com/players/h/hutchdr01.shtml),,3:14,D,"14,435",0.58,++,
148,2022/09/20,boxscore (https://www.baseball-reference.com/boxes/CHA/CHA202209200.shtml),CHW,,CLE (https://www.baseball-reference.com/teams/CLE/2022.shtml),L,7,10,11,76-72,2,5,Clase (https://www.baseball-reference.com/players/c/claseem01.shtml),Diekman (https://www.baseball-reference.com/players/d/diekmja01.shtml),,3:57,N,"23,242",1.03,-,
149,2022/09/21,boxscore (https://www.baseball-reference.com/boxes/CHA/CHA202209210.shtml),CHW,,CLE (https://www.baseball-reference.com/teams/CLE/2022.shtml),L,2,8,,76-73,2,6,McKenzie (https://www.baseball-reference.com/players/m/mckentr01.shtml),Lynn (https://www.baseball-reference.com/players/l/lynnla01.shtml),,2:31,N,"22,606",0.57,--,
150,2022/09/22,boxscore (https://www.baseball-reference.com/boxes/CHA/CHA202209220.shtml),CHW,,CLE (https://www.baseball-reference.com/teams/CLE/2022.shtml),L,2,4,,76-74,2,7,Bieber (https://www.baseball-reference.com/players/b/biebesh01.shtml),Cueto (https://www.baseball-reference.com/players/c/cuetojo01.shtml),Clase (https://www.baseball-reference.com/players/c/claseem01.shtml),2:33,N,"23,395",0.28,---,
151,2022/09/23,boxscore (https://www.baseball-reference.com/boxes/CHA/CHA202209230.shtml),CHW,,DET (https://www.baseball-reference.com/teams/DET/2022.shtml),L,3,5,,76-75,2,8,Rodríguez (https://www.baseball-reference.com/players/r/rodried05.shtml),López (https://www.baseball-reference.com/players/l/lopezre01.shtml),Soto (https://www.baseball-reference.com/players/s/sotogr01.shtml),3:04,N,"33,257",0.07,----,
152,2022/09/24,boxscore (https://www.baseball-reference.com/boxes/CHA/CHA202209240.shtml),CHW,,DET (https://www.baseball-reference.com/teams/DET/2022.shtml),L,2,7,,76-76,2,9,Hutchison (https://www.baseball-reference.com/players/h/hutchdr01.shtml),Martin (https://www.baseball-reference.com/players/m/martida03.shtml),,3:01,N,"36,177",0.02,-----,
153,2022/09/25,boxscore (https://www.baseball-reference.com/boxes/CHA/CHA202209250.shtml),CHW,,DET (https://www.baseball-reference.com/teams/DET/2022.shtml),L,1,4,,76-77,2,10,Chafin (https://www.baseball-reference.com/players/c/chafian01.shtml),Graveman (https://www.baseball-reference.com/players/g/graveke01.shtml),Soto (https://www.baseball-reference.com/players/s/sotogr01.shtml),3:04,D,"33,549",0,------,
154,2022/09/27,boxscore (https://www.baseball-reference.com/boxes/MIN/MIN202209270.shtml),CHW,@,MIN (https://www.baseball-reference.com/teams/MIN/2022.shtml),L,0,4,,76-78,2,10,Ober (https://www.baseball-reference.com/players/o/oberba01.shtml),Lynn (https://www.baseball-reference.com/players/l/lynnla01.shtml),,2:38,N,"23,647",0,-------,
155,2022/09/28,boxscore (https://www.baseball-reference.com/boxes/MIN/MIN202209280.shtml),CHW,@,MIN (https://www.baseball-reference.com/teams/MIN/2022.shtml),L,4,8,,76-79,2,11,Thielbar (https://www.baseball-reference.com/players/t/thielca01.shtml),Cueto (https://www.baseball-reference.com/players/c/cuetojo01.shtml),,3:06,N,"22,332",0,--------,
156,2022/09/29,boxscore (https://www.baseball-reference.com/boxes/MIN/MIN202209290.shtml),CHW,@,MIN (https://www.baseball-reference.com/teams/MIN/2022.shtml),W,4,3,,77-79,2,11,López (https://www.baseball-reference.com/players/l/lopezre01.shtml),Thielbar (https://www.baseball-reference.com/players/t/thielca01.shtml),Hendriks (https://www.baseball-reference.com/players/h/hendrli01.shtml),3:11,D,"23,397",0,+,
157,2022/09/30,boxscore (https://www.baseball-reference.com/boxes/SDN/SDN202209300.shtml),CHW,@,SDP (https://www.baseball-reference.com/teams/SDP/2022.shtml),W,3,1,,78-79,2,11,Martin (https://www.baseball-reference.com/players/m/martida03.shtml),Darvish (https://www.baseball-reference.com/players/d/darviyu01.shtml),Hendriks (https://www.baseball-reference.com/players/h/hendrli01.shtml),3:23,N,"37,490",0,++,
Gm#,,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
158,2022/10/01,boxscore (https://www.baseball-reference.com/boxes/SDN/SDN202210010.shtml),CHW,@,SDP (https://www.baseball-reference.com/teams/SDP/2022.shtml),L,2,5,,78-80,2,11,Clevinger (https://www.baseball-reference.com/players/c/clevimi01.shtml),Cease (https://www.baseball-reference.com/players/c/ceasedy01.shtml),Hader (https://www.baseball-reference.com/players/h/haderjo01.shtml),3:07,N,"38,114",0,-,
159,2022/10/02,boxscore (https://www.baseball-reference.com/boxes/SDN/SDN202210020.shtml),CHW,@,SDP (https://www.baseball-reference.com/teams/SDP/2022.shtml),W,2,1,,79-80,2,11,Lynn (https://www.baseball-reference.com/players/l/lynnla01.shtml),Snell (https://www.baseball-reference.com/players/s/snellbl01.shtml),Hendriks (https://www.baseball-reference.com/players/h/hendrli01.shtml),3:06,D,"41,407",0,+,
160,2022/10/03,boxscore (https://www.baseball-reference.com/boxes/CHA/CHA202210030.shtml),CHW,,MIN (https://www.baseball-reference.com/teams/MIN/2022.shtml),W,3,2,,80-80,2,10,Cueto (https://www.baseball-reference.com/players/c/cuetojo01.shtml),Jax (https://www.baseball-reference.com/players/j/jaxgr01.shtml),Hendriks (https://www.baseball-reference.com/players/h/hendrli01.shtml),2:32,N,"22,891",0,++,
161,2022/10/04,boxscore (https://www.baseball-reference.com/boxes/CHA/CHA202210040.shtml),CHW,,MIN (https://www.baseball-reference.com/teams/MIN/2022.shtml),W,8,3,,81-80,2,10,Giolito (https://www.baseball-reference.com/players/g/giolilu01.shtml),Winder (https://www.baseball-reference.com/players/w/windejo01.shtml),,2:52,N,"24,884",0,+++,
162,2022/10/05,boxscore (https://www.baseball-reference.com/boxes/CHA/CHA202210050.shtml),CHW,,MIN (https://www.baseball-reference.com/teams/MIN/2022.shtml),L,1,10,,81-81,2,11,Varland (https://www.baseball-reference.com/players/v/varlalo01.shtml),Martin (https://www.baseball-reference.com/players/m/martida03.shtml),Sands (https://www.baseball-reference.com/players/s/sandsco01.shtml),2:46,D,"18,918",0,-,
Gm#,,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
1,2022/04/08,boxscore (https://www.baseball-reference.com/boxes/DET/DET202204080.shtml),CHW,@,DET (https://www.baseball-reference.com/teams/DET/2022.shtml),L-wo,4,5,,0-1,3,1,Soto (https://www.baseball-reference.com/players/s/sotogr01.shtml),Hendriks (https://www.baseball-reference.com/players/h/hendrli01.shtml),,3:30,D,"43,480",1.01,-,
2,2022/04/09,boxscore (https://www.baseball-reference.com/boxes/DET/DET202204090.shtml),CHW,@,DET (https://www.baseball-reference.com/teams/DET/2022.shtml),W,5,2,,1-1,2,1,Cease (https://www.baseball-reference.com/players/c/ceasedy01.shtml),Mize (https://www.baseball-reference.com/players/m/mizeca01.shtml),Bummer (https://www.baseball-reference.com/players/b/bummeaa01.shtml),3:11,D,"17,469",0.95,+,
3,2022/04/10,boxscore (https://www.baseball-reference.com/boxes/DET/DET202204100.shtml),CHW,@,DET (https://www.baseball-reference.com/teams/DET/2022.shtml),W,10,1,,2-1,1,Tied,Crick (https://www.baseball-reference.com/players/c/crickky01.shtml),Skubal (https://www.baseball-reference.com/players/s/skubata01.shtml),,2:56,D,"15,712",0.99,++,
4,2022/04/12,boxscore (https://www.baseball-reference.com/boxes/CHA/CHA202204120.shtml),CHW,,SEA (https://www.baseball-reference.com/teams/SEA/2022.shtml),W,3,2,,3-1,1,up 0.5,López (https://www.baseball-reference.com/players/l/lopezre01.shtml),Brash (https://www.baseball-reference.com/players/b/brashma01.shtml),Hendriks (https://www.baseball-reference.com/players/h/hendrli01.shtml),3:22,D,"36,948",1.01,+++,
5,2022/04/13,boxscore (https://www.baseball-reference.com/boxes/CHA/CHA202204130.shtml),CHW,,SEA (https://www.baseball-reference.com/teams/SEA/2022.shtml),W,6,4,,4-1,1,up 0.5,Keuchel (https://www.baseball-reference.com/players/k/keuchda01.shtml),Ray (https://www.baseball-reference.com/players/r/rayro02.shtml),Hendriks (https://www.baseball-reference.com/players/h/hendrli01.shtml),2:54,N,"12,291",1.06,++++,
6,2022/04/14,boxscore (https://www.baseball-reference.com/boxes/CHA/CHA202204140.shtml),CHW,,SEA (https://www.baseball-reference.com/teams/SEA/2022.shtml),L,1,5,,4-2,1,Tied,Gilbert (https://www.baseball-reference.com/players/g/gilbelo01.shtml),Lambert (https://www.baseball-reference.com/players/l/lambeji01.shtml),,3:01,D,"13,391",1.08,-,
7,2022/04/15,boxscore (https://www.baseball-reference.com/boxes/CHA/CHA202204150.shtml),CHW,,TBR (https://www.baseball-reference.com/teams/TBR/2022.shtml),W,3,2,,5-2,1,up 1.0,Cease (https://www.baseball-reference.com/players/c/ceasedy01.shtml),Rasmussen (https://www.baseball-reference.com/players/r/rasmudr01.shtml),Hendriks (https://www.baseball-reference.com/players/h/hendrli01.shtml),2:51,N,"19,009",1.02,+,
8,2022/04/16,boxscore (https://www.baseball-reference.com/boxes/CHA/CHA202204160.shtml),CHW,,TBR (https://www.baseball-reference.com/teams/TBR/2022.shtml),W,3,2,,6-2,1,up 2.0,López (https://www.baseball-reference.com/players/l/lopezre01.shtml),Thompson (https://www.baseball-reference.com/players/t/thompry02.shtml),Hendriks (https://www.baseball-reference.com/players/h/hendrli01.shtml),2:50,D,"27,113",1.1,++,
9,2022/04/17,boxscore (https://www.baseball-reference.com/boxes/CHA/CHA202204170.shtml),CHW,,TBR (https://www.baseball-reference.com/teams/TBR/2022.shtml),L,3,9,,6-3,1,up 2.0,Mazza (https://www.baseball-reference.com/players/m/mazzach01.shtml),Velasquez (https://www.baseball-reference.com/players/v/velasvi01.shtml),,3:35,D,"17,798",1.11,-,
10,2022/04/20,boxscore (https://www.baseball-reference.com/boxes/CLE/CLE202204201.shtml),CHW,@,CLE (https://www.baseball-reference.com/teams/CLE/2022.shtml),L,1,11,,6-4,1,Tied,Bieber (https://www.baseball-reference.com/players/b/biebesh01.shtml),Keuchel (https://www.baseball-reference.com/players/k/keuchda01.shtml),,2:41,D,,1.14,--,2022-04-19 (Rain)
11,2022/04/20,boxscore (https://www.baseball-reference.com/boxes/CLE/CLE202204202.shtml),CHW,@,CLE (https://www.baseball-reference.com/teams/CLE/2022.shtml),L,1,2,,6-5,1,Tied,Gose (https://www.baseball-reference.com/players/g/gosean01.shtml),Lambert (https://www.baseball-reference.com/players/l/lambeji01.shtml),Clase (https://www.baseball-reference.com/players/c/claseem01.shtml),3:01,D,"9,196",1.11,---,
12,2022/04/21,boxscore (https://www.baseball-reference.com/boxes/CLE/CLE202204210.shtml),CHW,@,CLE (https://www.baseball-reference.com/teams/CLE/2022.shtml),L,3,6,,6-6,2,1,Plesac (https://www.baseball-reference.com/players/p/plesaza01.shtml),Cease (https://www.baseball-reference.com/players/c/ceasedy01.shtml),Clase (https://www.baseball-reference.com/players/c/claseem01.shtml),3:07,D,"8,345",1.12,----,
13,2022/04/22,boxscore (https://www.baseball-reference.com/boxes/MIN/MIN202204220.shtml),CHW,@,MIN (https://www.baseball-reference.com/teams/MIN/2022.shtml),L,1,2,,6-7,2,1,Duffey (https://www.baseball-reference.com/players/d/duffety01.shtml),Graveman (https://www.baseball-reference.com/players/g/graveke01.shtml),Pagán (https://www.baseball-reference.com/players/p/paganem01.shtml),3:04,N,"14,257",1,-----,
14,2022/04/23,boxscore (https://www.baseball-reference.com/boxes/MIN/MIN202204230.shtml),CHW,@,MIN (https://www.baseball-reference.com/teams/MIN/2022.shtml),L,2,9,,6-8,3,1,Bundy (https://www.baseball-reference.com/players/b/bundydy01.shtml),Velasquez (https://www.baseball-reference.com/players/v/velasvi01.shtml),,3:32,D,"16,686",1,------,
15,2022/04/24,boxscore (https://www.baseball-reference.com/boxes/MIN/MIN202204240.shtml),CHW,@,MIN (https://www.baseball-reference.com/teams/MIN/2022.shtml),L-wo,4,6,10,6-9,3,1.5,Smith (https://www.baseball-reference.com/players/s/smithjo05.shtml),Hendriks (https://www.baseball-reference.com/players/h/hendrli01.shtml),,3:50,D,"16,197",0.97,-------,
16,2022/04/26,boxscore (https://www.baseball-reference.com/boxes/CHA/CHA202204260.shtml),CHW,,KCR (https://www.baseball-reference.com/teams/KCR/2022.shtml),L,0,6,,6-10,4,2.5,Lynch (https://www.baseball-reference.com/players/l/lynchda02.shtml),Keuchel (https://www.baseball-reference.com/players/k/keuchda01.shtml),,3:20,N,"12,031",0.91,--------,
17,2022/04/27,boxscore (https://www.baseball-reference.com/boxes/CHA/CHA202204270.shtml),CHW,,KCR (https://www.baseball-reference.com/teams/KCR/2022.shtml),W,7,3,,7-10,2,2.5,Sousa (https://www.baseball-reference.com/players/s/sousabe01.shtml),Snider (https://www.baseball-reference.com/players/s/snideco01.shtml),Graveman (https://www.baseball-reference.com/players/g/graveke01.shtml),2:42,D,"12,363",0.82,+,
18,2022/04/28,boxscore (https://www.baseball-reference.com/boxes/CHA/CHA202204280.shtml),CHW,,KCR (https://www.baseball-reference.com/teams/KCR/2022.shtml),L,2,5,10,7-11,3,3.5,Barlow (https://www.baseball-reference.com/players/b/barlosc01.shtml),Bummer (https://www.baseball-reference.com/players/b/bummeaa01.shtml),Clarke (https://www.baseball-reference.com/players/c/clarkta01.shtml),3:20,D,"11,242",0.87,-,
19,2022/04/29,boxscore (https://www.baseball-reference.com/boxes/CHA/CHA202204290.shtml),CHW,,LAA (https://www.baseball-reference.com/teams/LAA/2022.shtml),L,1,5,,7-12,4,3.5,Warren (https://www.baseball-reference.com/players/w/warreau01.shtml),Giolito (https://www.baseball-reference.com/players/g/giolilu01.shtml),Iglesias (https://www.baseball-reference.com/players/i/iglesra01.shtml),3:19,N,"23,709",0.8,--,
20,2022/04/30,boxscore (https://www.baseball-reference.com/boxes/CHA/CHA202204300.shtml),CHW,,LAA (https://www.baseball-reference.com/teams/LAA/2022.shtml),W,4,0,,8-12,3,3.5,Velasquez (https://www.baseball-reference.com/players/v/velasvi01.shtml),Suarez (https://www.baseball-reference.com/players/s/suarejo01.shtml),,2:55,D,"33,762",0.75,+,
Gm#,,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
21,2022/05/01,boxscore (https://www.baseball-reference.com/boxes/CHA/CHA202205010.shtml),CHW,,LAA (https://www.baseball-reference.com/teams/LAA/2022.shtml),L,5,6,,8-13,3,4.5,Lorenzen (https://www.baseball-reference.com/players/l/lorenmi01.shtml),Keuchel (https://www.baseball-reference.com/players/k/keuchda01.shtml),Tepera (https://www.baseball-reference.com/players/t/teperry01.shtml),3:15,D,"27,664",0.86,-,
22,2022/05/02,boxscore (https://www.baseball-reference.com/boxes/CHA/CHA202205020.shtml),CHW,,LAA (https://www.baseball-reference.com/teams/LAA/2022.shtml),W,3,0,,9-13,3,4.5,Cease (https://www.baseball-reference.com/players/c/ceasedy01.shtml),Sandoval (https://www.baseball-reference.com/players/s/sandopa02.shtml),Hendriks (https://www.baseball-reference.com/players/h/hendrli01.shtml),2:39,D,"13,112",0.72,+,
23,2022/05/03,boxscore (https://www.baseball-reference.com/boxes/CHN/CHN202205030.shtml),CHW,@,CHC (https://www.baseball-reference.com/teams/CHC/2022.shtml),W,3,1,,10-13,3,4.5,López (https://www.baseball-reference.com/players/l/lopezre01.shtml),Effross (https://www.baseball-reference.com/players/e/effrosc01.shtml),Hendriks (https://www.baseball-reference.com/players/h/hendrli01.shtml),3:01,N,"34,206",0.73,++,
24,2022/05/04,boxscore (https://www.baseball-reference.com/boxes/CHN/CHN202205040.shtml),CHW,@,CHC (https://www.baseball-reference.com/teams/CHC/2022.shtml),W,4,3,,11-13,2,3.5,Giolito (https://www.baseball-reference.com/players/g/giolilu01.shtml),Hendricks (https://www.baseball-reference.com/players/h/hendrky01.shtml),Hendriks (https://www.baseball-reference.com/players/h/hendrli01.shtml),3:05,N,"36,755",0.8,+++,
25,2022/05/06,boxscore (https://www.baseball-reference.com/boxes/BOS/BOS202205060.shtml),CHW,@,BOS (https://www.baseball-reference.com/teams/BOS/2022.shtml),W,4,2,,12-13,2,3,Velasquez (https://www.baseball-reference.com/players/v/velasvi01.shtml),Eovaldi (https://www.baseball-reference.com/players/e/eovalna01.shtml),Hendriks (https://www.baseball-reference.com/players/h/hendrli01.shtml),3:29,N,"30,944",0.88,++++,
26,2022/05/07,boxscore (https://www.baseball-reference.com/boxes/BOS/BOS202205070.shtml),CHW,@,BOS (https://www.baseball-reference.com/teams/BOS/2022.shtml),W,3,1,10,13-13,2,3,López (https://www.baseball-reference.com/players/l/lopezre01.shtml),Barnes (https://www.baseball-reference.com/players/b/barnema01.shtml),Hendriks (https://www.baseball-reference.com/players/h/hendrli01.shtml),3:42,D,"33,026",0.92,+++++,
27,2022/05/08,boxscore (https://www.baseball-reference.com/boxes/BOS/BOS202205080.shtml),CHW,@,BOS (https://www.baseball-reference.com/teams/BOS/2022.shtml),W,3,2,,14-13,2,3,Keuchel (https://www.baseball-reference.com/players/k/keuchda01.shtml),Houck (https://www.baseball-reference.com/players/h/houckta01.shtml),Sousa (https://www.baseball-reference.com/players/s/sousabe01.shtml),3:21,D,"28,602",0.95,++++++,
