gid,visteam,hometeam,site,date,number,starttime,daynight,innings,tiebreaker,usedh,htbf,timeofgame,attendance,fieldcond,precip,sky,temp,winddir,windspeed,oscorer,forfeit,umphome,ump1b,ump2b,ump3b,umplf,umprf,wp,lp,save,gametype,vruns,hruns,wteam,lteam,line,batteries,lineups,box,pbp,season
LAN202206030,NYN,LAN,LOS03,20220603,0,7:10 PM,night,9,2,TRUE,,175,52505,unknown,none,cloudy,64,ltor,7,eastr701,,sches901,gonzm901,bacoj901,buckc901,(none),(none),andet002,bassc001,hudsd001,regular,1,6,LAN,NYN,y,both,y,y,y,2022
MIA202206030,SFN,MIA,MIA02,20220603,0,6:40 PM,night,9,2,TRUE,,190,6512,unknown,none,dome,71,unknown,0,jernr701,,knigb901,millb901,ortir901,eddid901,(none),(none),littz001,bleir001,,regular,15,6,SFN,MIA,y,both,y,y,y,2022
MIL202206030,SDN,MIL,MIL06,20220603,0,7:10 PM,night,9,2,TRUE,,183,30019,unknown,none,sunny,74,fromrf,5,olsod701,,mahrn901,littw901,rehaj901,porta901,(none),(none),musgj001,burnc002,,regular,7,0,SDN,MIL,y,both,y,y,y,2022
NYA202206030,DET,NYA,NYC21,20220603,0,7:05 PM,night,9,2,TRUE,,159,42026,unknown,none,cloudy,73,rtol,7,sprej701,,addir901,johna901,hudsm901,blakr901,(none),(none),coleg001,rodre005,,regular,0,13,NYA,DET,y,both,y,y,y,2022
OAK202206030,BOS,OAK,OAK01,20220603,0,6:40 PM,night,9,2,TRUE,,195,17852,unknown,none,cloudy,61,torf,14,thomc701,,ticht901,libkj901,reynj901,tosia901,(none),(none),eovan001,kaprj001,,regular,7,2,BOS,OAK,y,both,y,y,y,2022
PHI202206030,ANA,PHI,PHI13,20220603,0,7:05 PM,night,9,2,TRUE,,161,28721,unknown,none,cloudy,78,fromlf,12,macom701,,dejer901,marqa901,belld901,riggj901,(none),(none),efliz001,silsc001,,regular,0,10,PHI,ANA,y,both,y,y,y,2022
PIT202206030,ARI,PIT,PIT08,20220603,0,7:05 PM,night,9,2,TRUE,,195,16444,unknown,none,sunny,76,unknown,9,soosr701,,iassd901,viscj901,may-b901,vondc901,(none),(none),kellm002,brubj001,melam001,regular,8,6,ARI,PIT,y,both,y,y,y,2022
TBA202206030,CHA,TBA,STP01,20220603,0,7:10 PM,night,9,2,TRUE,,189,8930,unknown,none,dome,72,unknown,0,clodt701,,wendh902,hamaa901,whitc901,laynj901,(none),(none),mccls003,martd006,pochc001,regular,3,6,TBA,CHA,y,both,y,y,y,2022
TEX202206030,SEA,TEX,ARL03,20220603,0,7:05 PM,night,9,2,TRUE,,171,25378,unknown,none,dome,72,unknown,0,wells701,,barrt901,barkl901,segac901,cejan901,(none),(none),murfp001,barlj001,sewap001,regular,4,3,SEA,TEX,y,both,y,y,y,2022
TOR202206030,MIN,TOR,TOR02,20220603,0,7:07 PM,night,9,2,TRUE,,182,27753,unknown,none,cloudy,65,torf,9,lajor701,,hoyej901,herna901,reybd901,merzd901,(none),(none),cottj001,kikuy001,,regular,9,3,MIN,TOR,y,both,y,y,y,2022
BAL202206040,CLE,BAL,BAL12,20220604,0,4:05 PM,day,9,2,TRUE,,153,17183,unknown,none,sunny,85,torf,5,lee-j701,,barbs901,rackd901,vanol901,valej901,(none),(none),bautf001,mcket001,lopej004,regular,4,5,BAL,CLE,y,both,y,y,y,2022
CHN202206041,SLN,CHN,CHI11,20220604,1,12:20 PM,day,9,2,TRUE,,185,32792,unknown,none,cloudy,66,fromlf,8,seipb701,,drecb901,bacce901,emmep901,hobep901,(none),(none),swarm001,oviej001,,regular,1,6,CHN,SLN,y,both,y,y,y,2022
CHN202206042,SLN,CHN,CHI11,20220604,2,6:15 PM,night,9,2,TRUE,,251,31673,unknown,none,cloudy,64,fromcf,6,speaa701,,mosce901,emmep901,hobep901,bacce901,(none),(none),gallg001,ruckm001,,regular,7,4,SLN,CHN,y,both,y,y,y,2022
CIN202206040,WAS,CIN,CIN09,20220604,0,4:10 PM,day,9,2,TRUE,,224,23128,unknown,none,cloudy,83,unknown,3,oconj701,,morag901,lives901,fleta901,ramoc901,(none),(none),finnk001,strih001,raint003,regular,10,8,WAS,CIN,y,both,y,y,y,2022
COL202206040,ATL,COL,DEN02,20220604,0,7:10 PM,night,9,2,TRUE,,214,41054,unknown,none,cloudy,74,rtol,14,smytd701,,tomln901,muchm901,diazl901,gibsh902,(none),(none),minta001,chacj001,,regular,6,2,ATL,COL,y,both,y,y,y,2022
KCA202206040,HOU,KCA,KAN06,20220604,0,3:10 PM,day,9,2,TRUE,,190,14686,unknown,none,cloudy,71,rtol,8,utslm701,,hicke901,carav901,willr901,mealj901,(none),(none),snidc001,garcl007,,regular,0,6,KCA,HOU,y,both,y,y,y,2022
LAN202206040,NYN,LAN,LOS03,20220604,0,7:10 PM,night,9,2,TRUE,,213,50165,unknown,none,cloudy,65,ltor,7,eastr701,,gonzm901,bacoj901,buckc901,sches901,(none),(none),holdc001,buehw001,,regular,9,4,NYN,LAN,y,both,y,y,y,2022
MIA202206040,SFN,MIA,MIA02,20220604,0,4:10 PM,day,9,2,TRUE,,174,7515,unknown,none,dome,72,unknown,0,jernr701,,millb901,ortir901,eddid901,knigb901,(none),(none),scott003,roget002,,regular,4,5,MIA,SFN,y,both,y,y,y,2022
MIL202206040,SDN,MIL,MIL06,20220604,0,3:10 PM,day,9,2,TRUE,,163,37376,unknown,none,dome,66,unknown,0,odrit701,,littw901,rehaj901,porta901,mahrn901,(none),(none),gorem001,ashba003,,regular,4,0,SDN,MIL,y,both,y,y,y,2022
NYA202206040,DET,NYA,NYC21,20220604,0,1:05 PM,day,9,2,TRUE,,148,38106,unknown,none,sunny,78,tocf,7,sprej701,,johna901,hudsm901,blakr901,addir901,(none),(none),sevel001,brieb001,holmc001,regular,0,3,NYA,DET,y,both,y,y,y,2022
OAK202206040,BOS,OAK,OAK01,20220604,0,1:07 PM,day,9,2,TRUE,,187,14796,unknown,none,overcast,68,torf,5,thomc701,,libkj901,reynj901,tosia901,ticht901,(none),(none),piven001,blacp001,,regular,8,0,BOS,OAK,y,both,y,y,y,2022
PHI202206040,ANA,PHI,PHI13,20220604,0,7:15 PM,night,9,2,TRUE,,185,36313,unknown,none,sunny,82,torf,9,golam701,,marqa901,belld901,riggj901,dejer901,(none),(none),wheez001,lorem002,,regular,2,7,PHI,ANA,y,both,y,y,y,2022
PIT202206040,ARI,PIT,PIT08,20220604,0,4:05 PM,day,9,2,TRUE,,166,19149,unknown,none,sunny,74,tocf,10,musid701,,viscj901,may-b901,vondc901,iassd901,(none),(none),strac001,melam001,,regular,1,2,PIT,ARI,y,both,y,y,y,2022
TBA202206040,CHA,TBA,STP01,20220604,0,4:10 PM,day,9,2,TRUE,,183,19452,unknown,none,dome,72,unknown,0,clodt701,,hamaa901,whitc901,laynj901,wendh902,(none),(none),crick001,beekj001,hendl001,regular,3,2,CHA,TBA,y,both,y,y,y,2022
TEX202206040,SEA,TEX,ARL03,20220604,0,3:05 PM,day,9,2,TRUE,,150,28794,unknown,none,dome,72,unknown,0,bumpl701,,barkl901,segac901,cejan901,barrt901,(none),(none),ottog001,gonzm005,barlj001,regular,2,3,TEX,SEA,y,both,y,y,y,2022
TOR202206040,MIN,TOR,TOR02,20220604,0,3:07 PM,day,9,2,TRUE,,181,36987,unknown,none,sunny,67,fromlf,13,moreh701,,herna901,reybd901,merzd901,hoyej901,(none),(none),berrj001,bundd001,,regular,3,12,TOR,MIN,y,both,y,y,y,2022
BAL202206050,CLE,BAL,BAL12,20220605,0,1:35 PM,day,9,2,TRUE,,178,14815,unknown,none,sunny,75,fromrf,7,hetrd701,,rackd901,vanol901,valej901,barbs901,(none),(none),plesz001,kremd001,clase001,regular,3,2,CLE,BAL,y,both,y,y,y,2022
CHN202206050,SLN,CHN,CHI11,20220605,0,6:08 PM,night,9,2,TRUE,,224,31424,unknown,none,cloudy,68,fromcf,5,jackj702,,bacce901,mosce901,emmep901,drecb901,(none),(none),cabrg001,norrd002,,regular,5,3,SLN,CHN,y,both,y,y,y,2022
CIN202206050,WAS,CIN,CIN09,20220605,0,1:40 PM,day,9,2,TRUE,,202,16380,unknown,none,overcast,83,fromrf,6,sherb701,,lives901,fleta901,ramoc901,morag901,(none),(none),corbp001,castl003,cishs001,regular,5,4,WAS,CIN,y,both,y,y,y,2022
COL202206050,ATL,COL,DEN02,20220605,0,1:10 PM,day,9,2,TRUE,,213,39409,unknown,none,cloudy,78,rtol,14,smytd701,,muchm901,diazl901,gibsh902,tomln901,(none),(none),mortc002,feltr001,jansk001,regular,8,7,ATL,COL,y,both,y,y,y,2022
KCA202206050,HOU,KCA,KAN06,20220605,0,1:10 PM,day,9,2,TRUE,,210,12776,unknown,none,cloudy,75,rtol,9,utslm701,,carav901,willr901,mealj901,hicke901,(none),(none),valdf001,heasj001,montr004,regular,7,4,HOU,KCA,y,both,y,y,y,2022
LAN202206050,NYN,LAN,LOS03,20220605,0,1:10 PM,day,9,2,TRUE,,239,48672,unknown,none,sunny,74,ltor,6,whitj701,,bacoj901,buckc901,sches901,gonzm901,(none),(none),lugos001,kimbc001,media001,regular,5,4,NYN,LAN,y,both,y,y,y,2022
MIA202206050,SFN,MIA,MIA02,20220605,0,1:40 PM,day,9,2,TRUE,,190,9641,unknown,none,dome,71,unknown,0,mccac701,,ortir901,eddid901,knigb901,millb901,(none),(none),junij001,garrb001,,regular,5,1,SFN,MIA,y,both,y,y,y,2022
MIL202206050,SDN,MIL,MIL06,20220605,0,1:10 PM,day,9,2,TRUE,,210,32285,unknown,none,overcast,61,rtol,5,odrit701,,rehaj901,porta901,mahrn901,littw901,(none),(none),hillt002,gottt001,roget001,regular,6,4,SDN,MIL,y,both,y,y,y,2022
NYA202206050,DET,NYA,NYC21,20220605,0,11:35 AM,day,9,2,TRUE,,204,38030,unknown,none,cloudy,70,torf,4,sprej701,,hudsm901,blakr901,addir901,johna901,(none),(none),kingm002,sotog003,,regular,4,5,NYA,DET,y,both,y,y,y,2022
OAK202206050,BOS,OAK,OAK01,20220605,0,1:07 PM,day,9,2,TRUE,,181,12084,unknown,none,cloudy,69,torf,8,ducam701,,reynj901,tosia901,ticht901,libkj901,(none),(none),hillr001,montf001,,regular,5,2,BOS,OAK,y,both,y,y,y,2022
PHI202206050,ANA,PHI,PHI13,20220605,0,1:35 PM,day,9,2,TRUE,,237,34801,unknown,none,sunny,77,tolf,9,shutd701,,belld901,riggj901,dejer901,marqa901,(none),(none),knebc001,igler001,,regular,7,9,PHI,ANA,y,both,y,y,y,2022
PIT202206050,ARI,PIT,PIT08,20220605,0,1:35 PM,day,9,2,TRUE,,176,11796,unknown,none,cloudy,76,fromlf,3,patte701,,may-b901,vondc901,iassd901,viscj901,(none),(none),thomz001,gallz001,bednd001,regular,0,3,PIT,ARI,y,both,y,y,y,2022
TBA202206050,CHA,TBA,STP01,20220605,0,1:40 PM,day,9,2,TRUE,,198,11162,unknown,none,dome,72,unknown,0,clodt701,,whitc901,laynj901,wendh902,hamaa901,(none),(none),gioll001,yarbr001,hendl001,regular,6,5,CHA,TBA,y,both,y,y,y,2022
TEX202206050,SEA,TEX,ARL03,20220605,0,1:35 PM,day,9,2,TRUE,,219,27427,unknown,none,dome,72,unknown,0,wells701,,segac901,cejan901,barrt901,barkl901,(none),(none),castd002,burkb001,sewap001,regular,6,5,SEA,TEX,y,both,y,y,y,2022
TOR202206050,MIN,TOR,TOR02,20220605,0,1:37 PM,day,9,2,TRUE,,200,34088,unknown,none,sunny,70,fromrf,12,moreh701,,reybd901,merzd901,hoyej901,herna901,(none),(none),cottj001,gausk001,moraj003,regular,8,6,MIN,TOR,y,both,y,y,y,2022
ANA202206060,BOS,ANA,ANA01,20220606,0,6:38 PM,night,9,2,TRUE,,152,29395,unknown,none,sunny,75,unknown,2,franm701,,conrc901,torrc901,blasc901,ramoc901,(none),(none),wachm001,syndn001,,regular,1,0,BOS,ANA,y,both,y,y,y,2022
CIN202206060,ARI,CIN,CIN09,20220606,0,6:40 PM,night,9,2,TRUE,,133,9485,unknown,none,cloudy,68,unknown,5,sherb701,,merzd901,hoyej901,herna901,carav901,(none),(none),greeh001,bumgm001,,regular,0,7,CIN,ARI,y,both,y,y,y,2022
HOU202206060,SEA,HOU,HOU03,20220606,0,7:10 PM,night,9,2,TRUE,,226,27521,unknown,none,dome,73,unknown,0,fanud701,,guccc901,bakej902,addir901,mosce901,(none),(none),ray-r002,javic001,castd002,regular,7,4,SEA,HOU,y,both,y,y,y,2022
KCA202206060,TOR,KCA,KAN06,20220606,0,7:10 PM,night,9,2,TRUE,,170,10889,unknown,none,sunny,75,unknown,5,butcp701,,vanol901,valej901,barbs901,rackd901,(none),(none),strir001,lyncd001,,regular,8,0,TOR,KCA,y,both,y,y,y,2022
SDN202206060,NYN,SDN,SAN02,20220606,0,6:40 PM,night,9,2,TRUE,,223,34858,unknown,none,cloudy,64,ltor,8,maffj701,,rippm901,cuzzp901,moorm901,hallt901,(none),(none),carrc003,snelb001,,regular,11,5,NYN,SDN,y,both,y,y,y,2022
ANA202206070,BOS,ANA,ANA01,20220607,0,6:38 PM,night,9,2,TRUE,,236,27627,unknown,none,sunny,73,tocf,9,munse701,,torrc901,blasc901,ramoc901,conrc901,(none),(none),houct001,barrj003,stram001,regular,6,5,BOS,ANA,y,both,y,y,y,2022
ATL202206070,OAK,ATL,ATL03,20220607,0,7:20 PM,night,9,2,TRUE,,139,33981,unknown,none,overcast,79,ltor,4,stamm701,,vondc901,iassd901,may-b901,hudsm901,(none),(none),wrigk001,trivl001,jansk001,regular,2,3,ATL,OAK,y,both,y,y,y,2022
BAL202206070,CHN,BAL,BAL12,20220607,0,7:05 PM,night,9,2,TRUE,,173,11509,unknown,none,overcast,71,tolf,9,eiger701,,wegnm901,becka901,drecb901,rehaj901,(none),(none),bakeb001,thomk002,,regular,3,9,BAL,CHN,y,both,y,y,y,2022
CHA202206070,LAN,CHA,CHI12,20220607,0,7:10 PM,night,9,2,TRUE,,169,25625,unknown,none,sunny,63,fromlf,6,speaa701,,willr901,mealj901,hicke901,viscj901,(none),(none),kopem001,bickp001,,regular,0,4,CHA,LAN,y,both,y,y,y,2022
CIN202206070,ARI,CIN,CIN09,20220607,0,6:40 PM,night,9,2,TRUE,,192,11512,unknown,none,cloudy,82,unknown,7,sherb701,,hoyej901,herna901,carav901,merzd901,(none),(none),ashcg001,gilbt001,,regular,8,14,CIN,ARI,y,both,y,y,y,2022
CLE202206071,TEX,CLE,CLE08,20220607,1,3:10 PM,day,9,2,TRUE,,160,0,unknown,none,overcast,63,fromcf,9,brosc701,,barrl901,millb903,riggj901,marqa901,(none),(none),quanc001,grayj003,clase001,regular,3,6,CLE,TEX,y,both,y,y,y,2022
CLE202206072,TEX,CLE,CLE08,20220607,2,7:50 PM,day,9,2,TRUE,,190,10763,unknown,none,sunny,64,fromcf,6,brosc701,,blakr901,riggj901,marqa901,millb903,(none),(none),heart001,mccak003,barlj001,regular,6,3,TEX,CLE,y,both,y,y,y,2022
HOU202206070,SEA,HOU,HOU03,20220607,0,7:10 PM,night,9,2,TRUE,,199,30583,unknown,none,dome,73,unknown,0,fanud701,,bakej902,addir901,mosce901,guccc901,(none),(none),verlj001,flexc001,presr001,regular,1,4,HOU,SEA,y,both,y,y,y,2022
KCA202206070,TOR,KCA,KAN06,20220607,0,7:10 PM,night,9,2,TRUE,,189,15103,unknown,none,sunny,80,rtol,7,butcp701,,valej901,barbs901,rackd901,vanol901,(none),(none),manoa001,kellb003,,regular,7,0,TOR,KCA,y,both,y,y,y,2022
MIA202206070,WAS,MIA,MIA02,20220607,0,6:40 PM,night,9,2,TRUE,,177,7112,unknown,none,dome,72,unknown,0,devej701,,lentn901,cejan901,barrt901,barkl901,(none),(none),cabre003,adonj001,,regular,2,12,MIA,WAS,y,both,y,y,y,2022
MIL202206070,PHI,MIL,MIL06,20220607,0,7:10 PM,night,9,2,TRUE,,180,27109,unknown,none,dome,67,unknown,0,quesd701,,diazl901,gibsh902,tomln901,belld901,(none),(none),brogc001,hadej001,knebc001,regular,3,2,PHI,MIL,y,both,y,y,y,2022
MIN202206070,NYA,MIN,MIN04,20220607,0,6:40 PM,night,9,2,TRUE,,230,27643,unknown,none,cloudy,69,tolf,3,thors701,,tosia901,ticht901,libkj901,reynj901,(none),(none),luetl001,sandc001,,regular,10,4,NYA,MIN,y,both,y,y,y,2022
PIT202206070,DET,PIT,PIT08,20220607,0,7:05 PM,night,9,2,TRUE,,170,10214,unknown,none,cloudy,76,unknown,11,webbb701,,fleta901,lives901,welkb901,segac901,(none),(none),skubt001,quinj001,sotog003,regular,5,3,DET,PIT,y,both,y,y,y,2022
SDN202206070,NYN,SDN,SAN02,20220607,0,6:40 PM,night,9,2,TRUE,,168,31796,unknown,none,cloudy,66,ltor,6,womab701,,cuzzp901,moorm901,hallt901,rippm901,(none),(none),darvy001,walkt004,,regular,0,7,SDN,NYN,y,both,y,y,y,2022
SFN202206070,COL,SFN,SFO03,20220607,0,6:45 PM,night,9,2,TRUE,,193,24785,unknown,none,cloudy,63,tocf,17,thomc701,,morag901,porta901,sches901,gonzm901,(none),(none),marqg001,littz001,bardd001,regular,5,3,COL,SFN,y,both,y,y,y,2022
TBA202206070,SLN,TBA,STP01,20220607,0,7:10 PM,night,9,2,TRUE,,193,10905,unknown,none,dome,72,unknown,0,dabrj701,,mahrn901,carlm901,littw901,hobep901,(none),(none),pochc001,verhd001,,regular,2,4,TBA,SLN,y,both,y,y,y,2022
ANA202206080,BOS,ANA,ANA01,20220608,0,6:38 PM,night,9,2,TRUE,,189,26587,unknown,none,sunny,73,rtol,10,munse701,,blasc901,ramoc901,conrc901,torrc901,(none),(none),eovan001,hergj001,stram001,regular,1,0,BOS,ANA,y,both,y,y,y,2022
ATL202206080,OAK,ATL,ATL03,20220608,0,7:20 PM,night,9,2,TRUE,,167,42075,unknown,none,overcast,81,tolf,4,stamm701,,iassd901,may-b901,hudsm901,vondc901,(none),(none),andei001,koenj001,,regular,2,13,ATL,OAK,y,both,y,y,y,2022
CHA202206080,LAN,CHA,CHI12,20220608,0,7:10 PM,night,9,2,TRUE,,156,25078,unknown,none,cloudy,60,unknown,6,lissr701,,mealj901,hicke901,viscj901,willr901,(none),(none),gonst001,cuetj001,hudsd001,regular,4,1,LAN,CHA,y,both,y,y,y,2022
CIN202206080,ARI,CIN,CIN09,20220608,0,6:40 PM,night,9,2,TRUE,,198,11957,unknown,none,cloudy,69,unknown,7,sherb701,,herna901,carav901,merzd901,hoyej901,(none),(none),kellm002,minom001,,regular,7,0,ARI,CIN,y,both,y,y,y,2022
CLE202206080,TEX,CLE,CLE08,20220608,0,7:10 PM,night,9,2,TRUE,,127,10965,unknown,none,overcast,68,rtol,16,maveb701,,riggj901,marqa901,barrl901,blakr901,(none),(none),morge001,dunnd001,,regular,0,4,CLE,TEX,y,both,y,y,y,2022
HOU202206080,SEA,HOU,HOU03,20220608,0,5:40 PM,night,9,2,TRUE,,189,23752,unknown,none,dome,76,unknown,0,fanud701,,addir901,mosce901,guccc901,bakej902,(none),(none),gilbl002,urquj001,castd002,regular,6,3,SEA,HOU,y,both,y,y,y,2022
KCA202206080,TOR,KCA,KAN06,20220608,0,1:10 PM,day,9,2,TRUE,,206,12196,unknown,none,cloudy,76,ltor,13,butcp701,,barbs901,rackd901,vanol901,valej901,(none),(none),singb001,richt001,,regular,4,8,KCA,TOR,y,both,y,y,y,2022
MIA202206080,WAS,MIA,MIA02,20220608,0,6:40 PM,night,9,2,TRUE,,209,7193,unknown,none,dome,72,unknown,0,devej701,,cejan901,barrt901,barkl901,lentn901,(none),(none),scott003,raint003,,regular,1,2,MIA,WAS,y,both,y,y,y,2022
MIL202206080,PHI,MIL,MIL06,20220608,0,7:10 PM,night,9,2,TRUE,,170,29353,unknown,none,dome,72,unknown,0,olsod701,,gibsh902,tomln901,belld901,diazl901,(none),(none),nolaa001,housa001,,regular,10,0,PHI,MIL,y,both,y,y,y,2022
MIN202206080,NYA,MIN,MIN04,20220608,0,6:40 PM,night,9,2,TRUE,,180,22286,unknown,none,cloudy,77,torf,15,johns701,,ticht901,libkj901,reynj901,tosia901,(none),(none),archc001,cortn001,,regular,1,8,MIN,NYA,y,both,y,y,y,2022
PIT202206080,DET,PIT,PIT08,20220608,0,12:35 PM,day,9,2,TRUE,,177,11723,unknown,none,cloudy,73,fromcf,6,musid701,,lives901,welkb901,segac901,fleta901,(none),(none),vestw001,croww001,sotog003,regular,3,1,DET,PIT,y,both,y,y,y,2022
SDN202206080,NYN,SDN,SAN02,20220608,0,6:40 PM,night,9,2,TRUE,,178,40992,unknown,none,cloudy,67,fromlf,6,maffj701,,moorm901,hallt901,rippm901,cuzzp901,(none),(none),manas001,bassc001,,regular,2,13,SDN,NYN,y,both,y,y,y,2022
SFN202206080,COL,SFN,SFO03,20220608,0,6:45 PM,night,9,2,TRUE,,169,21535,unknown,none,cloudy,61,tocf,17,thomc701,,porta901,sches901,gonzm901,macka901,(none),(none),dovac001,estec001,,regular,1,2,SFN,COL,y,both,y,y,y,2022
TBA202206080,SLN,TBA,STP01,20220608,0,7:10 PM,night,9,2,TRUE,,191,12906,unknown,none,dome,72,unknown,0,clodt701,,carlm901,littw901,hobep901,mahrn901,(none),(none),klubc001,naugp001,,regular,3,11,TBA,SLN,y,both,y,y,y,2022
ANA202206090,BOS,ANA,ANA01,20220609,0,6:38 PM,night,9,2,TRUE,,189,28595,unknown,none,cloudy,73,rtol,8,johnc701,,ramoc901,conrc901,torrc901,blasc901,(none),(none),ohtas001,piven001,igler001,regular,2,5,ANA,BOS,y,both,y,y,y,2022
ATL202206090,PIT,ATL,ATL03,20220609,0,7:20 PM,night,9,2,TRUE,,146,39336,unknown,none,cloudy,82,rtol,10,curtg701,,rackd901,vanol901,valej901,barbs901,(none),(none),friem001,brubj001,jansk001,regular,1,3,ATL,PIT,y,both,y,y,y,2022
CHA202206090,LAN,CHA,CHI12,20220609,0,1:10 PM,day,9,2,TRUE,,253,25482,unknown,none,cloudy,75,ltor,12,seipb701,,hicke901,viscj901,willr901,mealj901,(none),(none),gratb002,ceasd001,,regular,11,9,LAN,CHA,y,both,y,y,y,2022
CIN202206090,ARI,CIN,CIN09,20220609,0,12:35 PM,day,9,2,TRUE,,209,13167,unknown,none,overcast,67,ltor,10,rothr701,,carav901,merzd901,hoyej901,herna901,(none),(none),melam001,santt001,kenni001,regular,5,4,ARI,CIN,y,both,y,y,y,2022
CLE202206090,OAK,CLE,CLE08,20220609,0,7:10 PM,night,9,2,TRUE,,203,12995,unknown,none,sunny,68,ltor,12,brosc701,,becka901,drecb901,rehaj901,emmep901,(none),(none),deloe001,trivl001,,regular,4,8,CLE,OAK,y,both,y,y,y,2022
KCA202206090,BAL,KCA,KAN06,20220609,0,7:10 PM,night,9,2,TRUE,,197,15594,unknown,none,cloudy,77,rtol,4,olivr701,,barrs901,may-b901,vondc901,iassd901,(none),(none),payaj001,lylej001,barls001,regular,5,7,KCA,BAL,y,both,y,y,y,2022
MIA202206090,WAS,MIA,MIA02,20220609,0,6:40 PM,night,9,2,TRUE,,189,9108,unknown,none,dome,72,unknown,0,devej701,,barrt901,barkl901,lentn901,cejan901,(none),(none),roget003,stras001,scott003,regular,4,7,MIA,WAS,y,both,y,y,y,2022
MIL202206090,PHI,MIL,MIL06,20220609,0,1:10 PM,day,9,2,TRUE,,241,27306,unknown,none,sunny,75,ltor,14,odrit701,,tomln901,belld901,diazl901,gibsh902,(none),(none),domis001,burnc002,,regular,8,3,PHI,MIL,y,both,y,y,y,2022
MIN202206090,NYA,MIN,MIN04,20220609,0,6:40 PM,night,9,2,TRUE,,212,26646,unknown,none,cloudy,79,tocf,10,trayk701,,libkj901,reynj901,tosia901,ticht901,(none),(none),castm002,duraj002,holmc001,regular,10,7,NYA,MIN,y,both,y,y,y,2022
SFN202206090,COL,SFN,SFO03,20220609,0,12:45 PM,day,9,2,TRUE,,176,23780,unknown,none,cloudy,75,tocf,12,ducam701,,sches901,gonzm901,macka901,porta901,(none),(none),gomba001,webbl001,coloa001,regular,4,2,COL,SFN,y,both,y,y,y,2022
TBA202206090,SLN,TBA,STP01,20220609,0,1:10 PM,day,9,2,TRUE,,114,14892,unknown,none,dome,72,unknown,0,dabrj701,,littw901,hobep901,mahrn901,carlm901,(none),(none),mccls003,mikom001,adamj002,regular,1,2,TBA,SLN,y,both,y,y,y,2022
ANA202206100,NYN,ANA,ANA01,20220610,0,6:38 PM,night,9,2,TRUE,,201,31499,unknown,none,cloudy,76,tocf,10,franm701,,viscj901,willr901,roser901,mealj901,(none),(none),peted003,diazj007,,regular,7,3,NYN,ANA,y,both,y,y,y,2022
ATL202206100,PIT,ATL,ATL03,20220610,0,7:20 PM,night,9,2,TRUE,,184,41404,unknown,none,cloudy,82,rtol,8,curtg701,,vanol901,valej901,barbs901,rackd901,(none),(none),stris002,contr001,jansk001,regular,2,4,ATL,PIT,y,both,y,y,y,2022
CHA202206100,TEX,CHA,CHI12,20220610,0,7:10 PM,night,9,2,TRUE,,179,24270,unknown,none,cloudy,67,tolf,7,speaa701,,reynj901,tosia901,ticht901,libkj901,(none),(none),gravk001,kingj002,,regular,3,8,CHA,TEX,y,both,y,y,y,2022
CLE202206100,OAK,CLE,CLE08,20220610,0,7:10 PM,night,9,2,TRUE,,170,21311,unknown,none,sunny,73,fromrf,3,maveb701,,drecb901,rehaj901,emmep901,becka901,(none),(none),gosea001,jimed002,,regular,2,3,CLE,OAK,y,both,y,y,y,2022
DET202206100,TOR,DET,DET05,20220610,0,7:10 PM,night,9,2,TRUE,,170,26226,unknown,none,cloudy,68,fromlf,6,kleir701,,barkl901,lentn901,cejan901,barrt901,(none),(none),berrj001,rodre005,,regular,10,1,TOR,DET,y,both,y,y,y,2022
HOU202206100,MIA,HOU,HOU03,20220610,0,7:10 PM,night,9,2,TRUE,,229,34163,unknown,none,dome,73,unknown,0,blour701,,gonzm901,porta901,bacce901,sches901,(none),(none),sulsc001,garcl007,scott003,regular,7,4,MIA,HOU,y,both,y,y,y,2022
KCA202206100,BAL,KCA,KAN06,20220610,0,7:10 PM,night,9,2,TRUE,,175,17650,unknown,none,cloudy,82,ltor,5,olivr701,,may-b901,vondc901,iassd901,barrs901,(none),(none),heasj001,zimmb002,,regular,1,8,KCA,BAL,y,both,y,y,y,2022
MIN202206100,TBA,MIN,MIN04,20220610,0,7:10 PM,night,9,2,TRUE,,178,23761,unknown,none,overcast,77,tocf,6,thors701,,ballb901,segac901,welkb901,lives901,(none),(none),smeld001,rasmd002,,regular,4,9,MIN,TBA,y,both,y,y,y,2022
NYA202206100,CHN,NYA,NYC21,20220610,0,7:05 PM,night,9,2,TRUE,,256,43446,unknown,none,cloudy,76,torf,8,sprej701,,hobep901,mahrn901,carlm901,littw901,(none),(none),marir001,milla003,,regular,1,2,NYA,CHN,y,both,y,y,y,2022
PHI202206100,ARI,PHI,PHI13,20220610,0,7:05 PM,night,9,2,TRUE,,204,37423,unknown,none,cloudy,79,torf,10,macom701,,mosce901,guccc901,bakej902,addir901,(none),(none),gibsk002,gallz001,knebc001,regular,5,7,PHI,ARI,y,both,y,y,y,2022
SDN202206100,COL,SDN,SAN02,20220610,0,6:40 PM,night,9,2,TRUE,,184,35207,unknown,none,sunny,69,ltor,7,womab701,,merzd901,johna901,herna901,carav901,(none),(none),musgj001,kuhlc001,,regular,0,9,SDN,COL,y,both,y,y,y,2022
