gid,visteam,hometeam,site,date,number,starttime,daynight,innings,tiebreaker,usedh,htbf,timeofgame,attendance,fieldcond,precip,sky,temp,winddir,windspeed,oscorer,forfeit,umphome,ump1b,ump2b,ump3b,umplf,umprf,wp,lp,save,gametype,vruns,hruns,wteam,lteam,line,batteries,lineups,box,pbp,season
ATL202104090,PHI,ATL,ATL03,20210409,0,7:20 PM,night,9,2,FALSE,,183,14342,unknown,none,cloudy,71,ltor,11,mustr701,,torrc901,marqa901,barrl901,timmt901,(none),(none),mortc002,wheez001,,regular,1,8,ATL,PHI,y,both,y,y,y,2021
CLE202104090,DET,CLE,CLE08,20210409,0,7:10 PM,night,9,2,TRUE,,160,7775,unknown,none,cloudy,75,tocf,6,maveb701,,fairc901,danlk901,willr901,buckc901,(none),(none),plesz001,holld003,clase001,regular,1,4,CLE,DET,y,both,y,y,y,2021
HOU202104090,OAK,HOU,HOU03,20210409,0,7:10 PM,night,9,2,TRUE,,194,21768,unknown,none,dome,73,unknown,0,wilkt701,,navaj901,barrt901,herna901,sches901,(none),(none),petiy001,abreb002,,regular,6,2,OAK,HOU,y,both,y,y,y,2021
LAN202104090,WAS,LAN,LOS03,20210409,0,1:10 PM,day,9,2,FALSE,,151,15036,unknown,none,sunny,73,tolf,4,whitj701,,barbs901,gormb901,johna901,belld901,(none),(none),buehw001,avill001,knebc001,regular,0,1,LAN,WAS,y,both,y,y,y,2021
SFN202104090,COL,SFN,SFO03,20210409,0,1:35 PM,day,9,2,FALSE,,174,7390,unknown,none,cloudy,57,tocf,17,ducam701,,may-b901,libkj901,conrc901,hobep901,(none),(none),cuetj001,gomba001,mcgej001,regular,1,3,SFN,COL,y,both,y,y,y,2021
TBA202104090,NYA,TBA,STP01,20210409,0,3:10 PM,day,9,2,TRUE,,173,9021,unknown,none,dome,72,unknown,0,mathb701,,muchm901,hobep901,fostm901,wolfj901,(none),(none),hillr001,klubc001,,regular,5,10,TBA,NYA,y,both,y,y,y,2021
TEX202104090,SDN,TEX,ARL03,20210409,0,7:05 PM,night,9,2,TRUE,,166,27575,unknown,none,dome,72,unknown,0,wells701,,carav901,viscj901,millb903,mealj901,(none),(none),musgj001,arihk001,,regular,3,0,SDN,TEX,y,both,y,y,y,2021
TOR202104090,ANA,TOR,DUN01,20210409,0,7:07 PM,night,9,2,TRUE,,186,1523,unknown,none,sunny,80,rtol,9,lajor701,,wolcq901,laynj901,wendh902,bacce901,(none),(none),heana001,zeuct001,,regular,7,1,ANA,TOR,y,both,y,y,y,2021
ARI202104100,CIN,ARI,PHO01,20210410,0,5:10 PM,night,9,2,FALSE,,189,13208,unknown,none,dome,71,unknown,0,johnj701,,vanol901,hudsm901,drakr901,mosce901,(none),(none),smitr005,hoffj003,,regular,3,8,ARI,CIN,y,both,y,y,y,2021
ATL202104100,PHI,ATL,ATL03,20210410,0,7:20 PM,night,9,2,FALSE,,170,14394,unknown,none,cloudy,69,rtol,12,mustr701,,marqa901,barrl901,timmt901,torrc901,(none),(none),newcs001,brada001,smitw002,regular,4,5,ATL,PHI,y,both,y,y,y,2021
BAL202104100,BOS,BAL,BAL12,20210410,0,7:05 PM,night,9,2,TRUE,,214,9307,unknown,none,overcast,64,fromrf,3,tritb701,,iassd901,fleta901,barrs901,rehaj901,(none),(none),barnm001,tated001,andrm001,regular,6,4,BOS,BAL,y,both,y,y,y,2021
CLE202104100,DET,CLE,CLE08,20210410,0,6:10 PM,night,9,2,TRUE,,173,7570,unknown,none,overcast,79,ltor,18,libea701,,danlk901,willr901,buckc901,fairc901,(none),(none),civaa001,skubt001,,regular,3,11,CLE,DET,y,both,y,y,y,2021
HOU202104100,OAK,HOU,HOU03,20210410,0,3:05 PM,day,9,2,TRUE,,194,21760,unknown,none,dome,73,unknown,0,blour701,,barrt901,herna901,sches901,navaj901,(none),(none),montf001,urquj001,,regular,7,3,OAK,HOU,y,both,y,y,y,2021
LAN202104100,WAS,LAN,LOS03,20210410,0,6:10 PM,night,9,2,FALSE,,191,15021,unknown,none,sunny,70,tocf,7,munse701,,gormb901,johna901,belld901,barbs901,(none),(none),uriaj001,corbp001,,regular,5,9,LAN,WAS,y,both,y,y,y,2021
MIN202104100,SEA,MIN,MIN04,20210410,0,1:10 PM,day,9,2,TRUE,,194,9817,unknown,none,overcast,47,ltor,11,wongg701,,hamaa901,gonzm901,mahrn901,diazl901,(none),(none),gravk001,roget001,middk001,regular,4,3,SEA,MIN,y,both,y,y,y,2021
NYN202104100,MIA,NYN,NYC20,20210410,0,1:10 PM,day,9,2,FALSE,,156,8419,unknown,none,cloudy,59,tolf,5,sprej701,,onorb901,reybd901,blakr901,kulpr901,(none),(none),roget003,degrj001,garcy001,regular,3,0,MIA,NYN,y,both,y,y,y,2021
PIT202104100,CHN,PIT,PIT08,20210410,0,6:35 PM,night,9,2,FALSE,,187,7052,unknown,none,cloudy,75,ltor,15,soosr701,,littw901,gibsg901,barkl901,addir901,(none),(none),kellm003,daviz001,,regular,2,8,PIT,CHN,y,both,y,y,y,2021
SFN202104100,COL,SFN,SFO03,20210410,0,1:05 PM,day,9,2,FALSE,,193,6176,unknown,none,sunny,60,tocf,7,ducam701,,libkj901,conrc901,hobep901,may-b901,(none),(none),barac001,bowdb001,mcgej001,regular,3,4,SFN,COL,y,both,y,y,y,2021
SLN202104100,MIL,SLN,STL10,20210410,0,1:15 PM,day,9,2,FALSE,,223,13304,unknown,none,cloudy,55,tocf,14,smitm701,,porta901,wegnm901,guccc901,ortir901,(none),(none),housa001,martc006,,regular,9,5,MIL,SLN,y,both,y,y,y,2021
TBA202104100,NYA,TBA,STP01,20210410,0,1:10 PM,day,9,2,TRUE,,184,6270,unknown,none,dome,72,unknown,0,mathb701,,holbs901,fostm901,wolfj901,muchm901,(none),(none),kitta001,germd001,,regular,0,4,TBA,NYA,y,both,y,y,y,2021
TEX202104100,SDN,TEX,ARL03,20210410,0,6:05 PM,night,9,2,TRUE,,195,35856,unknown,none,sunny,74,unknown,14,bumpl701,,viscj901,millb903,mealj901,carav901,(none),(none),weatr001,benjw001,melam001,regular,7,4,SDN,TEX,y,both,y,y,y,2021
TOR202104100,ANA,TOR,DUN01,20210410,0,7:07 PM,night,9,2,TRUE,,201,1292,unknown,none,cloudy,70,unknown,10,lajor701,,laynj901,wendh902,bacce901,wolcq901,(none),(none),matzs001,quinj001,milot001,regular,1,15,TOR,ANA,y,both,y,y,y,2021
ARI202104110,CIN,ARI,PHO01,20210411,0,1:10 PM,day,9,2,FALSE,,159,10981,unknown,none,dome,71,unknown,0,johnj701,,hudsm901,drakr901,mosce901,vanol901,(none),(none),weavl001,delej003,,regular,0,7,ARI,CIN,y,both,y,y,y,2021
ATL202104110,PHI,ATL,ATL03,20210411,0,7:08 PM,night,9,2,FALSE,,183,14221,unknown,none,sunny,73,rtol,10,mustr701,,barrl901,timmt901,torrc901,marqa901,(none),(none),alvaj004,smitw002,nerih001,regular,7,6,PHI,ATL,y,both,y,y,y,2021
BAL202104110,BOS,BAL,BAL12,20210411,0,1:05 PM,day,9,2,TRUE,,226,8171,unknown,none,cloudy,73,unknown,6,lee-j701,,fleta901,barrs901,rehaj901,iassd901,(none),(none),piven001,lopej004,,regular,14,9,BOS,BAL,y,both,y,y,y,2021
CHA202104110,KCA,CHA,CHI12,20210411,0,1:10 PM,day,9,2,TRUE,,234,7695,unknown,none,sunny,53,ltor,6,lissr701,,ticht901,whitc901,reynj901,randt901,(none),(none),hollg001,crocg001,zimmk001,regular,4,3,KCA,CHA,y,both,y,y,y,2021
CLE202104110,DET,CLE,CLE08,20210411,0,1:10 PM,day,9,2,TRUE,,184,6859,unknown,none,cloudy,64,tocf,14,brosc701,,willr901,buckc901,fairc901,danlk901,(none),(none),allel002,urenj001,clase001,regular,2,5,CLE,DET,y,both,y,y,y,2021
LAN202104110,WAS,LAN,LOS03,20210411,0,1:10 PM,day,9,2,FALSE,,149,15049,unknown,none,cloudy,69,tocf,5,whitj701,,johna901,belld901,barbs901,gormb901,(none),(none),kersc001,schem001,jansk001,regular,0,3,LAN,WAS,y,both,y,y,y,2021
MIN202104110,SEA,MIN,MIN04,20210411,0,1:10 PM,day,9,2,TRUE,,208,9792,unknown,none,overcast,48,ltor,15,thors701,,gonzm901,mahrn901,diazl901,hamaa901,(none),(none),stecd001,coloa001,montr004,regular,8,6,SEA,MIN,y,both,y,y,y,2021
NYN202104110,MIA,NYN,NYC20,20210411,0,1:10 PM,day,9,2,FALSE,,245,8199,unknown,drizzle,overcast,56,fromrf,10,karph701,,reybd901,blakr901,kulpr901,onorb901,(none),(none),famij001,flord002,,regular,5,6,NYN,MIA,y,both,y,y,y,2021
PIT202104110,CHN,PIT,PIT08,20210411,0,1:05 PM,day,9,2,FALSE,,182,6851,unknown,none,overcast,66,tolf,11,patte701,,gibsg901,barkl901,addir901,littw901,(none),(none),brubj001,willt002,,regular,1,7,PIT,CHN,y,both,y,y,y,2021
SFN202104110,COL,SFN,SFO03,20210411,0,1:05 PM,day,9,2,FALSE,,180,6560,unknown,none,cloudy,63,tocf,12,ducam701,,conrc901,hobep901,may-b901,libkj901,(none),(none),desca001,marqg001,,regular,0,4,SFN,COL,y,both,y,y,y,2021
SLN202104110,MIL,SLN,STL10,20210411,0,1:15 PM,day,9,2,FALSE,,184,13176,unknown,none,sunny,63,torf,19,durbj701,,wegnm901,guccc901,ortir901,porta901,(none),(none),andeb004,poncd001,,regular,9,3,MIL,SLN,y,both,y,y,y,2021
TBA202104110,NYA,TBA,STP01,20210411,0,1:10 PM,day,9,2,TRUE,,222,6965,unknown,none,dome,72,unknown,0,mathb701,,fostm901,wolfj901,muchm901,holbs901,(none),(none),chapa001,mchuc001,,regular,8,4,NYA,TBA,y,both,y,y,y,2021
TEX202104110,SDN,TEX,ARL03,20210411,0,1:35 PM,day,9,2,TRUE,,196,26723,unknown,none,dome,72,unknown,0,wells701,,millb903,mealj901,carav901,viscj901,(none),(none),stamc001,foltm001,melam001,regular,2,0,SDN,TEX,y,both,y,y,y,2021
ARI202104120,OAK,ARI,PHO01,20210412,0,6:40 PM,night,9,2,FALSE,,209,8768,unknown,none,sunny,88,unknown,11,rausg701,,rackd901,hoyej901,mosce901,vanol901,(none),(none),bassc001,bumgm001,,regular,9,5,OAK,ARI,y,both,y,y,y,2021
ATL202104120,MIA,ATL,ATL03,20210412,0,7:20 PM,night,9,2,FALSE,,225,11830,unknown,none,cloudy,79,rtol,13,stamm701,,timmt901,torrc901,marqa901,barrl901,(none),(none),garcy001,webbj002,,regular,5,3,MIA,ATL,y,both,y,y,y,2021
CHA202104120,CLE,CHA,CHI12,20210412,0,7:10 PM,night,9,2,TRUE,,185,7393,unknown,none,sunny,60,tolf,16,speaa701,,morag901,millb901,eddid901,knigb901,(none),(none),heuec001,clase001,,regular,3,4,CHA,CLE,y,both,y,y,y,2021
HOU202104120,DET,HOU,HOU03,20210412,0,7:10 PM,night,9,2,TRUE,,184,15779,unknown,none,cloudy,77,tolf,15,fanud701,,herna901,sches901,navaj901,barrt901,(none),(none),mizec001,greiz001,,regular,6,2,DET,HOU,y,both,y,y,y,2021
KCA202104120,ANA,KCA,KAN06,20210412,0,7:10 PM,night,9,2,TRUE,,208,6962,unknown,none,sunny,58,ltor,8,utslm701,,guccc901,porta901,reybd901,ortir901,(none),(none),cobba001,singb001,,regular,10,3,ANA,KCA,y,both,y,y,y,2021
MIL202104120,CHN,MIL,MIL06,20210412,0,6:40 PM,night,9,2,FALSE,,184,11209,unknown,none,dome,72,unknown,0,odrit701,,nelsj901,estam901,diazl901,mahrn901,(none),(none),peraf001,alzoa001,hadej001,regular,3,6,MIL,CHN,y,both,y,y,y,2021
PIT202104120,SDN,PIT,PIT08,20210412,0,6:35 PM,night,9,2,FALSE,,184,4068,unknown,none,cloudy,54,fromcf,7,soosr701,,mealj901,carav901,viscj901,millb903,(none),(none),darvy001,oviel001,,regular,6,2,SDN,PIT,y,both,y,y,y,2021
SFN202104120,CIN,SFN,SFO03,20210412,0,6:45 PM,night,9,2,FALSE,,155,3662,unknown,none,cloudy,57,tocf,14,ducam701,,hobep901,may-b901,welkb901,conrc901,(none),(none),milew001,sanca006,simsl001,regular,3,0,CIN,SFN,y,both,y,y,y,2021
SLN202104120,WAS,SLN,STL10,20210412,0,6:45 PM,night,9,2,FALSE,,200,12894,unknown,none,cloudy,64,ltor,10,smitm701,,belld901,barkl901,barbs901,gormb901,(none),(none),finnk001,gantj002,handb001,regular,5,2,WAS,SLN,y,both,y,y,y,2021
TBA202104120,TEX,TBA,STP01,20210412,0,7:10 PM,night,9,2,TRUE,,162,3627,unknown,none,dome,72,unknown,0,lantj701,,wolfj901,lives901,holbs901,fostm901,(none),(none),glast001,heart001,castd002,regular,0,1,TBA,TEX,y,both,y,y,y,2021
TOR202104120,NYA,TOR,DUN01,20210412,0,7:07 PM,night,9,2,TRUE,,184,1576,unknown,none,sunny,77,torf,6,moreh701,,wendh902,bacce901,gibsh902,laynj901,(none),(none),coleg001,ray-r002,chapa001,regular,3,1,NYA,TOR,y,both,y,y,y,2021
ARI202104130,OAK,ARI,PHO01,20210413,0,12:40 PM,day,9,2,FALSE,,219,7010,unknown,none,dome,72,unknown,0,rausg701,,hoyej901,mosce901,vanol901,rackd901,(none),(none),petiy001,swara001,trivl001,regular,7,5,OAK,ARI,y,both,y,y,y,2021
ATL202104130,MIA,ATL,ATL03,20210413,0,7:20 PM,night,9,2,FALSE,,231,12036,unknown,none,cloudy,82,rtol,8,stamm701,,torrc901,marqa901,barrl901,timmt901,(none),(none),curtj003,friem001,,regular,14,8,MIA,ATL,y,both,y,y,y,2021
BAL202104131,SEA,BAL,BAL12,20210413,1,4:05 PM,day,7,2,TRUE,,146,0,unknown,none,cloudy,61,tocf,5,eiger701,,blakr901,addir901,onorb901,willr901,(none),(none),montr004,scott003,gravk001,regular,4,3,SEA,BAL,y,both,y,y,y,2021
BAL202104132,SEA,BAL,BAL12,20210413,2,7:16 PM,night,7,2,TRUE,,158,4147,unknown,none,sunny,61,tolf,3,eiger701,,kulpr901,onorb901,willr901,addir901,(none),(none),valdc003,sadlc002,,regular,6,7,BAL,SEA,y,both,y,y,y,2021
CHA202104130,CLE,CHA,CHI12,20210413,0,7:10 PM,night,9,2,TRUE,,182,7102,unknown,none,cloudy,54,unknown,5,frisd701,,millb901,eddid901,knigb901,morag901,(none),(none),biebs001,crocg001,karij001,regular,2,0,CLE,CHA,y,both,y,y,y,2021
HOU202104130,DET,HOU,HOU03,20210413,0,7:10 PM,night,9,2,TRUE,,207,17080,unknown,none,dome,73,unknown,0,wilkt701,,sches901,navaj901,barrt901,herna901,(none),(none),boydm001,odorj001,,regular,8,2,DET,HOU,y,both,y,y,y,2021
KCA202104130,ANA,KCA,KAN06,20210413,0,7:10 PM,night,9,2,TRUE,,177,6404,unknown,none,cloudy,58,ltor,8,utslm701,,porta901,reybd901,ortir901,guccc901,(none),(none),duffd001,bundd001,hollg001,regular,2,3,KCA,ANA,y,both,y,y,y,2021
LAN202104130,COL,LAN,LOS03,20210413,0,7:10 PM,night,9,2,FALSE,,188,15021,unknown,none,cloudy,59,tolf,7,dagod701,,hallt901,cuzzp901,blasc901,rippm901,(none),(none),bauet001,senza001,,regular,0,7,LAN,COL,y,both,y,y,y,2021
MIL202104130,CHN,MIL,MIL06,20210413,0,6:40 PM,night,9,2,FALSE,,187,11025,unknown,none,dome,65,unknown,0,olsod701,,estam901,diazl901,mahrn901,nelsj901,(none),(none),strop001,suteb001,kimbc001,regular,3,2,CHN,MIL,y,both,y,y,y,2021
MIN202104130,BOS,MIN,MIN04,20210413,0,1:10 PM,day,9,2,TRUE,,197,6724,unknown,snow,overcast,33,tolf,8,trayk701,,carlm901,segac901,becka901,bakej902,(none),(none),ottaa001,dobnr001,barnm001,regular,4,2,BOS,MIN,y,both,y,y,y,2021
NYN202104131,PHI,NYN,NYC20,20210413,1,4:10 PM,day,7,2,FALSE,,191,0,unknown,none,sunny,61,fromlf,10,karph701,,westj901,macka901,riggj901,drecb901,(none),(none),may-t001,nerih001,,regular,3,4,NYN,PHI,y,both,y,y,y,2021
NYN202104132,PHI,NYN,NYC20,20210413,2,8:07 PM,night,7,2,FALSE,,150,7611,unknown,none,sunny,59,tocf,4,karph701,,lentn901,riggj901,drecb901,macka901,(none),(none),strom001,nolaa001,,regular,0,4,NYN,PHI,y,both,y,y,y,2021
PIT202104130,SDN,PIT,PIT08,20210413,0,6:35 PM,night,9,2,FALSE,,247,4814,unknown,none,cloudy,68,tolf,6,soosr701,,carav901,viscj901,millb903,mealj901,(none),(none),strac001,crisn001,,regular,4,8,PIT,SDN,y,both,y,y,y,2021
SFN202104130,CIN,SFN,SFO03,20210413,0,6:45 PM,night,9,2,FALSE,,191,3673,unknown,none,sunny,54,tocf,19,feldd701,,may-b901,welkb901,conrc901,hobep901,(none),(none),peraw002,perec004,mcgej001,regular,6,7,SFN,CIN,y,both,y,y,y,2021
SLN202104130,WAS,SLN,STL10,20210413,0,6:45 PM,night,9,2,FALSE,,204,12714,unknown,none,sunny,63,fromlf,7,durbj701,,barkl901,barbs901,gormb901,belld901,(none),(none),flahj002,stras001,,regular,3,14,SLN,WAS,y,both,y,y,y,2021
TBA202104130,TEX,TBA,STP01,20210413,0,7:10 PM,night,9,2,TRUE,,163,4753,unknown,none,dome,72,unknown,0,clodt701,,lives901,holbs901,fostm901,wolfj901,(none),(none),gibsk002,yarbr001,,regular,8,3,TEX,TBA,y,both,y,y,y,2021
TOR202104130,NYA,TOR,DUN01,20210413,0,7:07 PM,night,9,2,TRUE,,184,1550,unknown,none,cloudy,79,tolf,7,moreh701,,bacce901,gibsh902,laynj901,wendh902,(none),(none),ryu-h001,tailj001,,regular,3,7,TOR,NYA,y,both,y,y,y,2021
ATL202104140,MIA,ATL,ATL03,20210414,0,7:20 PM,night,9,2,FALSE,,206,12480,unknown,none,overcast,65,rtol,9,stamm701,,marqa901,barrl901,timmt901,torrc901,(none),(none),curtj003,matzt001,garcy001,regular,6,5,MIA,ATL,y,both,y,y,y,2021
CHA202104140,CLE,CHA,CHI12,20210414,0,7:10 PM,night,9,2,TRUE,,160,7148,unknown,none,cloudy,45,torf,9,seipb701,,eddid901,knigb901,morag901,millb901,(none),(none),rodoc001,plesz001,,regular,0,8,CHA,CLE,y,both,y,y,y,2021
HOU202104140,DET,HOU,HOU03,20210414,0,6:10 PM,night,9,2,TRUE,,240,14720,unknown,none,dome,73,unknown,0,fanud701,,navaj901,barrt901,herna901,sches901,(none),(none),fulmm001,mccul002,garcb001,regular,6,4,DET,HOU,y,both,y,y,y,2021
KCA202104140,ANA,KCA,KAN06,20210414,0,1:10 PM,day,9,2,TRUE,,190,6814,unknown,none,sunny,54,ltor,9,utslm701,,reybd901,ortir901,guccc901,porta901,(none),(none),kellb003,canng001,,regular,1,6,KCA,ANA,y,both,y,y,y,2021
LAN202104140,COL,LAN,LOS03,20210414,0,7:10 PM,night,9,2,FALSE,,216,15093,unknown,none,cloudy,57,torf,4,munse701,,cuzzp901,blasc901,rippm901,hallt901,(none),(none),knebc001,grayj003,jansk001,regular,2,4,LAN,COL,y,both,y,y,y,2021
MIL202104140,CHN,MIL,MIL06,20210414,0,12:40 PM,day,9,2,FALSE,,186,10598,unknown,none,dome,63,unknown,0,odrit701,,diazl901,mahrn901,nelsj901,estam901,(none),(none),burnc002,arrij001,,regular,0,7,MIL,CHN,y,both,y,y,y,2021
MIN202104141,BOS,MIN,MIN04,20210414,1,1:10 PM,day,7,2,TRUE,,160,0,unknown,none,overcast,38,torf,9,thors701,,segac901,clemp901,bakej902,carlm901,(none),(none),eovan001,maedk001,barnm001,regular,3,2,BOS,MIN,y,both,y,y,y,2021
MIN202104142,BOS,MIN,MIN04,20210414,2,10:33 PM,night,7,2,TRUE,,151,7074,unknown,none,cloudy,47,torf,24,thors701,,becka901,bakej902,carlm901,clemp901,(none),(none),rodre004,berrj001,,regular,7,1,BOS,MIN,y,both,y,y,y,2021
NYN202104140,PHI,NYN,NYC20,20210414,0,7:10 PM,night,9,2,FALSE,,170,7520,unknown,none,cloudy,62,tocf,7,altmb701,,riggj901,drecb901,lentn901,westj901,(none),(none),peted003,wheez001,,regular,1,5,NYN,PHI,y,both,y,y,y,2021
PIT202104140,SDN,PIT,PIT08,20210414,0,6:35 PM,night,9,2,FALSE,,207,5228,unknown,none,cloudy,63,fromcf,8,patte701,,viscj901,millb903,mealj901,carav901,(none),(none),andet002,musgj001,,regular,1,5,PIT,SDN,y,both,y,y,y,2021
SFN202104140,CIN,SFN,SFO03,20210414,0,12:45 PM,day,9,2,FALSE,,150,6409,unknown,none,cloudy,61,tocf,10,feldd701,,welkb901,conrc901,hobep901,may-b901,(none),(none),cuetj001,mahlt001,mcgej001,regular,0,3,SFN,CIN,y,both,y,y,y,2021
SLN202104140,WAS,SLN,STL10,20210414,0,12:15 PM,day,9,2,FALSE,,191,13206,unknown,none,sunny,59,torf,6,muelg701,,barbs901,gormb901,belld901,barkl901,(none),(none),rossj002,waina001,,regular,6,0,WAS,SLN,y,both,y,y,y,2021
TBA202104140,TEX,TBA,STP01,20210414,0,7:10 PM,night,9,2,TRUE,,178,3021,unknown,none,dome,72,unknown,0,lantj701,,holbs901,fostm901,wolfj901,lives901,(none),(none),arihk001,flemj001,,regular,5,1,TEX,TBA,y,both,y,y,y,2021
TOR202104140,NYA,TOR,DUN01,20210414,0,1:07 PM,day,9,2,TRUE,,174,1613,unknown,none,sunny,81,ltor,9,starh701,,gibsh902,laynj901,wendh902,bacce901,(none),(none),dolir001,greec003,,regular,4,5,TOR,NYA,y,both,y,y,y,2021
ATL202104150,MIA,ATL,ATL03,20210415,0,12:20 PM,day,9,2,FALSE,,204,11739,unknown,none,cloudy,62,rtol,10,stamm701,,barrl901,timmt901,torrc901,marqa901,(none),(none),minta001,flord002,,regular,6,7,ATL,MIA,y,both,y,y,y,2021
BAL202104151,SEA,BAL,BAL12,20210415,1,12:35 PM,day,7,2,TRUE,,143,0,unknown,none,cloudy,63,fromrf,9,hetrd701,,onorb901,macka901,blakr901,kulpr901,(none),(none),gonzm005,scott003,gravk001,regular,4,2,SEA,BAL,y,both,y,y,y,2021
BAL202104152,SEA,BAL,BAL12,20210415,2,3:46 PM,day,7,2,TRUE,,121,5060,unknown,none,cloudy,64,unknown,16,hetrd701,,willr901,blakr901,kulpr901,macka901,(none),(none),dunnj002,zimmb002,middk001,regular,2,1,SEA,BAL,y,both,y,y,y,2021
CHA202104150,CLE,CHA,CHI12,20210415,0,1:10 PM,day,9,2,TRUE,,197,7049,unknown,none,cloudy,49,torf,6,lissr701,,knigb901,morag901,millb901,eddid901,(none),(none),civaa001,lynnl001,clase001,regular,4,2,CLE,CHA,y,both,y,y,y,2021
KCA202104150,TOR,KCA,KAN06,20210415,0,7:10 PM,night,9,2,TRUE,,171,6266,unknown,none,cloudy,58,fromrf,6,butcp701,,ortir901,guccc901,porta901,reybd901,(none),(none),junij001,kay-a001,barls001,regular,5,7,KCA,TOR,y,both,y,y,y,2021
LAN202104150,COL,LAN,LOS03,20210415,0,7:10 PM,night,9,2,FALSE,,181,15129,unknown,none,cloudy,58,ltor,6,whitj701,,blasc901,rippm901,hallt901,cuzzp901,(none),(none),nelsj004,almoy001,pricd001,regular,5,7,LAN,COL,y,both,y,y,y,2021
MIN202104150,BOS,MIN,MIN04,20210415,0,12:10 PM,day,9,2,TRUE,,205,7925,unknown,none,overcast,43,ltor,9,wongg701,,bakej902,carlm901,segac901,becka901,(none),(none),coloa001,ottaa001,,regular,3,4,MIN,BOS,y,both,y,y,y,2021
OAK202104150,DET,OAK,OAK01,20210415,0,6:40 PM,night,9,2,TRUE,,197,3004,unknown,none,sunny,59,torf,14,younj701,,barrt901,herna901,sches901,navaj901,(none),(none),manas001,skubt001,,regular,4,8,OAK,DET,y,both,y,y,y,2021
PIT202104150,SDN,PIT,PIT08,20210415,0,12:35 PM,day,9,2,FALSE,,195,4023,unknown,none,cloudy,44,tocf,11,webbb701,,millb903,mealj901,carav901,viscj901,(none),(none),paddc001,kellm003,stamc001,regular,8,3,SDN,PIT,y,both,y,y,y,2021
TBA202104150,TEX,TBA,STP01,20210415,0,7:10 PM,night,9,2,TRUE,,224,4217,unknown,none,dome,72,unknown,0,clodt701,,fostm901,wolfj901,lives901,holbs901,(none),(none),sborj002,reedc002,kenni001,regular,6,4,TEX,TBA,y,both,y,y,y,2021
WAS202104150,ARI,WAS,WAS11,20210415,0,7:05 PM,night,9,2,FALSE,,206,6666,unknown,none,cloudy,56,ltor,15,tritb701,,mosce901,vanol901,rackd901,hoyej901,(none),(none),kellm002,corbp001,,regular,11,6,ARI,WAS,y,both,y,y,y,2021
ANA202104160,MIN,ANA,ANA01,20210416,0,6:38 PM,night,9,2,TRUE,,188,13428,unknown,none,sunny,64,tocf,11,munse701,,carlm901,segac901,moorm901,bakej902,(none),(none),slega001,dobnr001,,regular,3,10,ANA,MIN,y,both,y,y,y,2021
CHN202104160,ATL,CHN,CHI11,20210416,0,1:20 PM,day,9,2,FALSE,,242,10343,unknown,none,cloudy,47,rtol,3,frisd701,,mahrn901,nelsj901,estam901,diazl901,(none),(none),tomlj001,daviz001,smitw002,regular,5,2,ATL,CHN,y,both,y,y,y,2021
CIN202104160,CLE,CIN,CIN09,20210416,0,7:10 PM,night,9,2,FALSE,,191,12497,unknown,none,cloudy,61,unknown,7,rothr701,,conrc901,hobep901,may-b901,welkb901,(none),(none),hoffj003,allel002,,regular,3,10,CIN,CLE,y,both,y,y,y,2021
MIA202104160,SFN,MIA,MIA02,20210416,0,7:10 PM,night,9,2,FALSE,,164,5734,unknown,none,dome,72,unknown,0,mccac701,,timmt901,torrc901,marqa901,barrl901,(none),(none),bassa001,wislm001,garcy001,regular,1,4,MIA,SFN,y,both,y,y,y,2021
MIL202104160,PIT,MIL,MIL06,20210416,0,7:10 PM,night,9,2,FALSE,,189,11967,unknown,none,dome,63,unknown,0,odrit701,,hicke901,mealj901,carav901,viscj901,(none),(none),brubj001,housa001,,regular,6,1,PIT,MIL,y,both,y,y,y,2021
NYA202104160,TBA,NYA,NYC21,20210416,0,7:05 PM,night,9,2,TRUE,,202,10202,unknown,drizzle,overcast,45,fromlf,10,karph701,,laynj901,wendh902,bacce901,gibsh902,(none),(none),wachm001,nelsn001,,regular,8,2,TBA,NYA,y,both,y,y,y,2021
OAK202104160,DET,OAK,OAK01,20210416,0,6:40 PM,night,9,2,TRUE,,151,4538,unknown,none,sunny,59,torf,16,younj701,,herna901,sches901,navaj901,barrt901,(none),(none),montf001,urenj001,trivl001,regular,0,3,OAK,DET,y,both,y,y,y,2021
PHI202104160,SLN,PHI,PHI13,20210416,0,7:05 PM,night,9,2,FALSE,,154,10842,unknown,none,cloudy,54,fromlf,13,macom701,,gormb901,belld901,barkl901,barbs901,(none),(none),efliz001,martc006,,regular,2,9,PHI,SLN,y,both,y,y,y,2021
SDN202104160,LAN,SDN,SAN02,20210416,0,7:10 PM,night,9,2,FALSE,,297,15250,unknown,none,sunny,63,rtol,7,zaveb701,,rippm901,hallt901,cuzzp901,blasc901,(none),(none),pricd001,hillt002,,regular,11,6,LAN,SDN,y,both,y,y,y,2021
SEA202104160,HOU,SEA,SEA03,20210416,0,7:10 PM,night,9,2,TRUE,,184,8967,unknown,none,sunny,69,fromcf,4,radoe701,,blakr901,kulpr901,onorb901,willr901,(none),(none),misia001,stanr002,,regular,5,6,SEA,HOU,y,both,y,y,y,2021
