Gm#,Date,Tm,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak
50,2018/05/28,CHC,PIT,W,7,0,,28-22,2,4.5,Montgomery,Kuhl,,2:53,D,"19,382",1.24,++
51,2018/05/29,CHC,PIT,W,8,6,,29-22,2,3.5,Lester,Santana,Morrow,3:03,N,"11,475",1.28,+++
52,2018/05/30,CHC,PIT,L,1,2,,29-23,2,4.5,Musgrove,Hendricks,Vazquez,2:50,N,"14,126",1.31,-
53,2018/05/31,CHC,NYM,W,5,1,,30-23,2,4,Quintana,Robles,Morrow,3:02,N,"34,458",1.23,+
Gm#,,Tm,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,
54,2018/06/01,CHC,NYM,W,7,4,,31-23,2,3,Rosario,Sewald,Morrow,3:20,N,"37,183",1.25,++
55,2018/06/02,CHC,NYM,W,7,1,14,32-23,2,3,Farrell,Baumann,,4:53,N,"32,817",1.3,+++
56,2018/06/03,CHC,NYM,W,2,0,,33-23,2,2,Lester,Matz,Duensing,2:30,D,"34,946",1.3,++++
57,2018/06/05,CHC,PHI,L,1,6,,33-24,2,2,Eflin,Hendricks,,2:46,N,"40,553",1.36,-
58,2018/06/06,CHC,PHI,W-wo,7,5,,34-24,2,1,Mazzoni,Morgan,,3:20,N,"40,275",1.35,+
59,2018/06/07,CHC,PHI,W,4,3,,35-24,2,0.5,Duensing,Pivetta,Morrow,3:20,D,"40,057",1.4,++
60,2018/06/08,CHC,PIT,W,3,1,,36-24,2,0.5,Montgomery,Kuhl,Strop,3:00,D,"40,097",1.53,+++
61,2018/06/09,CHC,PIT,W,2,0,,37-24,2,0.5,Lester,Kingham,Cishek,2:32,D,"41,045",1.45,++++
62,2018/06/10,CHC,PIT,L,1,7,,37-25,2,0.5,Nova,Hendricks,,3:22,D,"40,735",1.4,-
63,2018/06/11,CHC,MIL,W,7,2,11,38-25,1,up 0.5,Rosario,Albers,,3:54,N,"37,578",1.8,+
64,2018/06/12,CHC,MIL,L,0,4,,38-26,2,0.5,Anderson,Chatwood,,2:49,N,"35,459",1.78,-
65,2018/06/13,CHC,MIL,L,0,1,,38-27,2,1.5,Chacín,Montgomery,Knebel,2:54,D,"39,822",1.8,--
66,2018/06/15,CHC,STL,W,13,5,,39-27,2,1.5,Lester,Wacha,,3:29,N,"46,188",1.62,+
67,2018/06/16,CHC,STL,W,6,3,,40-27,2,0.5,Hendricks,Tuivailala,Morrow,3:23,N,"47,168",1.53,++
68,2018/06/17,CHC,STL,L,0,5,,40-28,2,0.5,Brebbia,Quintana,,3:24,N,"46,214",1.56,-
69,2018/06/19,CHC,LAD,L,3,4,,40-29,2,0.5,Paredes,Wilson,Jansen,3:46,D,"39,273",1.44,--
70,2018/06/19,CHC,LAD,W-wo,2,1,10,41-29,2,0.5,Zastryzny,Stewart,,3:19,N,"40,409",1.43,+
71,2018/06/20,CHC,LAD,W,4,0,,42-29,1,Tied,Lester,Stripling,,2:46,D,"41,199",1.38,++
72,2018/06/21,CHC,CIN,L,2,6,,42-30,2,1,Harvey,Hendricks,Hughes,3:07,N,"19,581",1.38,-
73,2018/06/22,CHC,CIN,L,3,6,,42-31,2,2,Castillo,Quintana,Iglesias,2:39,N,"25,885",1.41,--
74,2018/06/23,CHC,CIN,L,2,11,,42-32,2,2,DeSclafani,Farrell,,2:58,D,"36,818",1.37,---
75,2018/06/24,CHC,CIN,L,6,8,,42-33,2,2,Stephens,Strop,Iglesias,2:44,D,"30,508",1.41,----
76,2018/06/25,CHC,LAD,L,1,2,,42-34,2,2.5,Maeda,Underwood,Jansen,2:32,N,"41,750",1.49,-----
77,2018/06/26,CHC,LAD,W,9,4,,43-34,2,2.5,Lester,García,,3:26,N,"53,904",1.46,+
78,2018/06/27,CHC,LAD,L,5,7,,43-35,2,2.5,Wood,Hendricks,Jansen,3:08,N,"42,121",1.46,-
79,2018/06/28,CHC,LAD,W,11,5,,44-35,2,2.5,Cishek,Buehler,,3:03,D,"52,187",1.5,+
80,2018/06/29,CHC,MIN,W,10,6,,45-35,2,2.5,Montgomery,Berríos,Morrow,3:27,D,"41,492",1.41,++
81,2018/06/30,CHC,MIN,W,14,9,,46-35,2,1.5,Wilson,Hildenberger,,3:44,D,"40,950",1.44,+++
Gm#,,Tm,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,
82,2018/07/01,CHC,MIN,W,11,10,,47-35,2,0.5,Lester,Lynn,Morrow,3:43,D,"40,051",1.43,++++
83,2018/07/03,CHC,DET,W,5,3,,48-35,2,1,Wilson,Stumpf,Strop,2:57,D,"38,424",1.44,+++++
84,2018/07/04,CHC,DET,W,5,2,,49-35,2,1,Quintana,Liriano,Morrow,3:04,D,"40,510",1.43,++++++
85,2018/07/06,CHC,CIN,L,2,3,,49-36,2,2.5,Mahle,Montgomery,Iglesias,3:09,D,"41,434",1.38,-
86,2018/07/07,CHC,CIN,W,8,7,,50-36,2,1.5,Rosario,Hughes,Morrow,3:15,D,"41,538",1.41,+
87,2018/07/08,CHC,CIN,W-wo,6,5,10,51-36,2,1.5,Farrell,Stephens,,3:32,D,"38,655",1.45,++
88,2018/07/09,CHC,SFG,L-wo,1,2,11,51-37,2,1.5,Blach,Cishek,,3:09,N,"38,024",1.44,-
89,2018/07/10,CHC,SFG,W,2,0,,52-37,2,1.5,Quintana,Holland,Cishek,2:43,N,"39,113",1.5,+
90,2018/07/11,CHC,SFG,L-wo,4,5,13,52-38,2,1.5,Rodríguez,Norwood,,4:30,D,"41,099",1.44,-
91,2018/07/13,CHC,SDP,W,5,4,10,53-38,1,Tied,Strop,Cimber,Morrow,3:29,N,"38,988",1.44,+
92,2018/07/14,CHC,SDP,W,11,6,,54-38,1,up 1.5,Hendricks,Perdomo,,3:13,N,"38,837",1.41,++
93,2018/07/15,CHC,SDP,W,7,4,,55-38,1,up 2.5,Lester,Lauer,Morrow,3:24,D,"37,672",1.36,+++
94,2018/07/19,CHC,STL,W,9,6,,56-38,1,up 3.0,Duensing,Martínez,Strop,3:29,N,"41,406",1.46,++++
95,2018/07/20,CHC,STL,L,5,18,,56-39,1,up 3.0,Flaherty,Lester,,3:54,D,"41,077",1.39,-
96,2018/07/21,CHC,STL,W,7,2,,57-39,1,up 2.5,Chatwood,Weaver,,3:13,D,"41,004",1.5,+
97,2018/07/21,CHC,STL,L,3,6,,57-40,1,up 2.5,Tuivailala,Wilson,Norris,3:38,N,"41,244",1.4,-
98,2018/07/22,CHC,STL,W,7,2,,58-40,1,up 3.5,Quintana,Mayers,,3:05,D,"39,737",1.54,+
99,2018/07/23,CHC,ARI,L,1,7,,58-41,1,up 2.5,Corbin,Farrell,,2:55,N,"40,859",1.33,-
100,2018/07/24,CHC,ARI,L,1,5,,58-42,1,up 1.5,Buchholz,Hendricks,,3:13,N,"40,869",1.48,--
101,2018/07/25,CHC,ARI,W,2,1,,59-42,1,up 2.5,Edwards,McFarland,Strop,2:39,D,"35,548",1.61,+
102,2018/07/26,CHC,ARI,W-wo,7,6,,60-42,1,up 2.5,Butler,Boxberger,,3:22,D,"38,979",1.46,++
103,2018/07/27,CHC,STL,L,2,5,,60-43,1,up 1.5,Weaver,Montgomery,Norris,2:48,N,"47,169",1.43,-
104,2018/07/28,CHC,STL,L,2,6,,60-44,1,up 0.5,Mikolas,Quintana,,2:41,D,"47,514",1.58,--
105,2018/07/29,CHC,STL,W,5,2,,61-44,1,up 1.5,Hendricks,Gant,Strop,2:53,N,"45,553",1.7,+
106,2018/07/31,CHC,PIT,L,4,5,,61-45,1,Tied,Taillon,Lester,Vazquez,2:38,N,"18,972",1.63,-
Gm#,,Tm,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,
107,2018/08/01,CHC,PIT,W,9,2,,62-45,1,up 1.0,Hamels,Kingham,,3:31,N,"18,600",1.75,+
108,2018/08/02,CHC,SDP,L,1,6,,62-46,1,up 1.0,Erlin,Chavez,,2:57,N,"40,714",1.48,-
109,2018/08/03,CHC,SDP,W,5,4,,63-46,1,up 1.0,Quintana,Ross,Strop,3:06,D,"40,894",1.59,+
110,2018/08/04,CHC,SDP,W,5,4,,64-46,1,up 1.0,Hendricks,Lockett,Strop,2:38,D,"40,855",1.54,++
111,2018/08/05,CHC,SDP,L,6,10,,64-47,1,up 1.0,Stammen,Edwards,,3:29,D,"41,136",1.48,-
112,2018/08/06,CHC,KCR,W,3,1,,65-47,1,up 1.5,Hamels,McCarthy,Strop,2:52,N,"32,339",1.61,+
113,2018/08/07,CHC,KCR,W,5,0,,66-47,1,up 2.5,Montgomery,Keller,,2:49,N,"27,883",1.49,++
114,2018/08/08,CHC,KCR,L,0,9,,66-48,1,up 1.5,Fillmyer,Quintana,,2:31,N,"24,294",1.36,-
115,2018/08/10,CHC,WSN,W,3,2,,67-48,1,up 3.0,Cishek,Solís,Strop,3:10,D,"41,531",1.56,+
116,2018/08/11,CHC,WSN,L,4,9,,67-49,1,up 2.0,Roark,Lester,,3:11,D,"41,320",1.44,-
117,2018/08/12,CHC,WSN,W-wo,4,3,,68-49,1,up 3.0,Wilson,Madson,,2:56,N,"36,490",1.63,+
118,2018/08/14,CHC,MIL,L,0,7,,68-50,1,up 2.0,Chacín,Quintana,,2:42,D,"40,441",2.06,-
119,2018/08/15,CHC,MIL,W,8,4,,69-50,1,up 3.0,Hendricks,Guerra,,3:12,D,"39,619",2.35,+
120,2018/08/16,CHC,PIT,W,1,0,,70-50,1,up 3.5,Lester,Nova,Strop,2:48,N,"21,783",1.68,++
121,2018/08/17,CHC,PIT,W,1,0,,71-50,1,up 4.5,Hamels,Williams,Chavez,2:53,N,"24,298",1.48,+++
122,2018/08/18,CHC,PIT,L,1,3,,71-51,1,up 4.0,Musgrove,Chatwood,Vazquez,2:40,N,"35,100",1.3,-
123,2018/08/19,CHC,PIT,L-wo,1,2,11,71-52,1,up 3.5,Rodríguez,Kintzler,,3:41,D,"24,283",1.47,--
124,2018/08/21,CHC,DET,L,1,2,,71-53,1,up 2.5,Zimmermann,Hendricks,Greene,2:45,N,"26,638",1.6,---
125,2018/08/22,CHC,DET,W,8,2,,72-53,1,up 2.5,Lester,Liriano,,3:26,N,"28,286",1.68,+
126,2018/08/23,CHC,CIN,W,7,1,,73-53,1,up 3.0,Hamels,DeSclafani,,2:27,N,"41,130",1.64,++
127,2018/08/24,CHC,CIN,W-wo,3,2,10,74-53,1,up 3.0,Chavez,Iglesias,,3:01,D,"37,760",1.57,+++
128,2018/08/25,CHC,CIN,W,10,6,,75-53,1,up 4.0,Quintana,Castillo,,3:26,D,"41,205",1.51,++++
129,2018/08/26,CHC,CIN,W,9,0,,76-53,1,up 4.0,Hendricks,Bailey,,2:36,D,"40,331",1.26,+++++
130,2018/08/27,CHC,NYM,W,7,4,,77-53,1,up 4.5,Cishek,Blevins,Chavez,3:15,N,"38,935",1.27,++++++
131,2018/08/28,CHC,NYM,W-wo,2,1,11,78-53,1,up 4.5,Chavez,Sewald,,3:41,N,"37,017",1.12,+++++++
132,2018/08/29,CHC,NYM,L,3,10,,78-54,1,up 4.5,Vargas,Mills,,3:10,D,"33,386",1.02,-
133,2018/08/30,CHC,ATL,W,5,4,,79-54,1,up 4.5,Kintzler,Foltynewicz,Strop,2:42,N,"37,603",1.14,+
134,2018/08/31,CHC,PHI,L-wo,1,2,10,79-55,1,up 3.5,Neshek,Cishek,,3:23,N,"22,556",1.1,-
Gm#,,Tm,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,
135,2018/09/01,CHC,PHI,W,7,1,,80-55,1,up 4.5,Hendricks,Eflin,,2:41,N,"33,040",1.27,+
136,2018/09/02,CHC,PHI,W,8,1,,81-55,1,up 5.0,Lester,Nola,,3:37,D,"36,517",1.06,++
137,2018/09/03,CHC,MIL,L-wo,3,4,,81-56,1,up 4.0,Jeffress,Cishek,,3:13,D,"44,462",1.31,-
138,2018/09/04,CHC,MIL,L,1,11,,81-57,1,up 3.0,Miley,Montgomery,,3:20,N,"37,269",1.58,--
139,2018/09/05,CHC,MIL,W,6,4,,82-57,1,up 4.0,Quintana,Chacín,Strop,3:14,N,"37,427",1.92,+
140,2018/09/06,CHC,WSN,W,6,4,10,83-57,1,up 4.5,Strop,Cordero,Chavez,4:00,N,"32,070",1.09,++
141,2018/09/08,CHC,WSN,L,3,10,,83-58,1,up 2.5,Scherzer,García,,2:45,N,0,0.89,-
142,2018/09/08,CHC,WSN,L,5,6,,83-59,1,up 2.5,Suero,Wilson,Holland,3:15,N,"41,346",1.03,--
143,2018/09/10,CHC,MIL,L,2,3,,83-60,1,up 1.0,Miley,Lester,Jeffress,3:19,N,"38,471",2.27,---
144,2018/09/11,CHC,MIL,W,3,0,,84-60,1,up 2.0,Quintana,Chacín,Strop,2:54,N,"37,017",2.68,+
145,2018/09/12,CHC,MIL,L,1,5,,84-61,1,up 1.0,Hader,Hendricks,,3:14,N,"40,234",2.43,-
146,2018/09/13,CHC,WSN,W,4,3,10,85-61,1,up 1.5,Strop,Doolittle,Rosario,3:46,D,"30,173",1.71,+
147,2018/09/14,CHC,CIN,W,3,2,,86-61,1,up 1.5,Maples,Hernandez,De La Rosa,2:58,N,"36,468",1.52,++
148,2018/09/15,CHC,CIN,W,1,0,,87-61,1,up 2.5,Lester,Romano,Cishek,2:39,D,"41,196",1.48,+++
149,2018/09/16,CHC,CIN,L,1,2,,87-62,1,up 2.5,Castillo,Quintana,Iglesias,2:43,D,"41,314",1.13,-
150,2018/09/17,CHC,ARI,W,5,1,,88-62,1,up 2.5,Hendricks,Corbin,,2:46,N,"27,662",1.14,+
151,2018/09/18,CHC,ARI,W,9,1,,89-62,1,up 3.5,Montgomery,Andriese,,3:10,N,"26,095",1.13,++
152,2018/09/19,CHC,ARI,L,0,9,,89-63,1,up 2.5,Ray,Hamels,,2:20,N,"25,715",0.72,-
153,2018/09/21,CHC,CHW,L,4,10,,89-64,1,up 1.5,López,Quintana,,3:33,D,"34,027",1.04,--
154,2018/09/22,CHC,CHW,W,8,3,,90-64,1,up 2.5,Lester,Giolito,,3:25,N,"39,724",1.52,+
155,2018/09/23,CHC,CHW,W,6,1,,91-64,1,up 2.5,Hendricks,Rodón,,3:08,D,"39,449",1.02,++
156,2018/09/24,CHC,PIT,L,1,5,,91-65,1,up 1.5,Taillon,Hamels,,2:53,N,"34,570",1.05,-
157,2018/09/25,CHC,PIT,L,0,6,,91-66,1,up 0.5,Archer,Montgomery,,3:17,N,"33,443",1.6,--
158,2018/09/26,CHC,PIT,W-wo,7,6,10,92-66,1,up 0.5,Kintzler,Rodríguez,,3:42,N,"32,874",2.21,+
159,2018/09/27,CHC,PIT,W,3,0,,93-66,1,up 1.0,Lester,Williams,Chavez,2:53,N,"38,415",2.39,++
160,2018/09/28,CHC,STL,W,8,4,,94-66,1,up 1.0,Hendricks,Wainwright,,3:07,D,"39,442",2.16,+++
161,2018/09/29,CHC,STL,L,1,2,,94-67,1,Tied,Mikolas,Hamels,Martínez,2:25,D,"40,784",2.32,-
162,2018/09/30,CHC,STL,W,10,5,,95-67,1,Tied,Webster,Flaherty,,3:44,D,"39,275",2.74,+
Gm#,,Tm,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,
163,2018/10/01,CHC,MIL,L,1,3,,95-68,2,1,Knebel,Wilson,Hader,3:06,D,"38,450",11.22,-
Gm#,,Tm,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,
1,2018/03/29,CHW,KCR,W,14,7,,1-0,1,up 0.5,Shields,Duffy,,3:26,D,"36,517",1.08,+
2,2018/03/31,CHW,KCR,W,4,3,,2-0,1,up 1.0,Farquhar,Maurer,Soria,2:54,N,"17,564",1.15,++
Gm#,,Tm,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,
3,2018/04/02,CHW,TOR,L,2,4,,2-1,1,up 0.5,Oh,Farquhar,Osuna,2:51,N,"16,629",1.08,-
4,2018/04/03,CHW,TOR,L,5,14,,2-2,1,Tied,Happ,González,,3:27,N,"17,451",1.01,--
5,2018/04/04,CHW,TOR,W,4,3,,3-2,1,Tied,Jones,Tepera,Soria,2:56,N,"17,268",1,+
6,2018/04/05,CHW,DET,L,7,9,10,3-3,2,1,Jiménez,Infante,Greene,4:03,D,"33,318",1.15,-
7,2018/04/07,CHW,DET,L,1,6,,3-4,2,1,Fulmer,Giolito,,3:39,D,"16,625",1.08,--
8,2018/04/08,CHW,DET,L,0,1,,3-5,4,1.5,Fiers,López,Greene,2:38,D,"11,131",1.08,---
9,2018/04/09,CHW,TBR,L,4,5,,3-6,5,1.5,Archer,González,Colomé,3:47,D,"10,377",0.89,----
10,2018/04/10,CHW,TBR,L,5,6,,3-7,5,2.5,Snell,Fulmer,Colomé,3:44,D,"10,069",0.82,-----
11,2018/04/11,CHW,TBR,W,2,1,,4-7,3,2.5,Rondón,Pruitt,Jones,3:02,D,"10,431",0.77,+
12,2018/04/12,CHW,MIN,L,0,4,,4-8,3,3.5,Berríos,Giolito,,2:55,N,"15,474",0.99,-
13,2018/04/16,CHW,OAK,L,1,8,,4-9,3,4,Mengden,López,,2:56,N,"7,479",0.82,--
14,2018/04/17,CHW,OAK,L,2,10,,4-10,4,4.5,Cahill,González,,2:56,N,"46,028",0.78,---
15,2018/04/18,CHW,OAK,L-wo,11,12,14,4-11,4,5,Trivino,Shields,,5:48,D,"13,321",0.74,----
16,2018/04/20,CHW,HOU,L,0,10,,4-12,4,5,Verlander,Shields,,3:04,N,"14,211",0.64,-----
17,2018/04/21,CHW,HOU,L,1,10,,4-13,4,5.5,Keuchel,Giolito,,3:13,N,"23,902",0.6,------
18,2018/04/22,CHW,HOU,L,1,7,,4-14,4,6.5,McCullers,Bummer,,3:20,D,"17,167",0.55,-------
19,2018/04/23,CHW,SEA,W,10,4,,5-14,4,6.5,Fulmer,Leake,Beck,2:56,N,"13,614",0.49,+
20,2018/04/24,CHW,SEA,L,0,1,,5-15,4,6.5,Gonzales,Volstad,Díaz,2:52,D,"10,761",0.57,-
21,2018/04/25,CHW,SEA,L,3,4,,5-16,4,7.5,Hernández,Shields,Díaz,2:57,D,"11,417",0.53,--
22,2018/04/26,CHW,KCR,W,6,3,,6-16,4,6.5,Giolito,Junis,Soria,3:08,N,"18,315",0.47,+
23,2018/04/27,CHW,KCR,W,7,4,11,7-16,4,6.5,Infante,Hill,Soria,3:34,N,"15,395",0.55,++
24,2018/04/28,CHW,KCR,W,8,0,,8-16,4,6,Fulmer,Oaks,,2:49,D,"16,971",0.62,+++
25,2018/04/28,CHW,KCR,L,2,5,,8-17,4,6,Skoglund,Covey,Herrera,2:39,N,"16,070",0.7,-
26,2018/04/29,CHW,KCR,L,4,5,,8-18,4,6,McCarthy,Rondón,Boyer,3:19,D,"23,892",0.64,--
Gm#,,Tm,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,
27,2018/05/01,CHW,STL,L-wo,2,3,,8-19,4,6.5,Norris,Soria,,2:56,N,"38,800",0.58,---
28,2018/05/02,CHW,STL,L,2,3,,8-20,4,7.5,Martínez,Giolito,Norris,2:37,D,"37,298",0.57,----
29,2018/05/03,CHW,MIN,W-wo,6,5,,9-20,4,7,Jones,Reed,,2:54,N,"13,260",0.58,+
30,2018/05/04,CHW,MIN,L,4,6,,9-21,4,7,Berríos,Fulmer,Rodney,3:19,N,"15,935",0.65,-
31,2018/05/05,CHW,MIN,L,4,8,,9-22,4,7,Lynn,Santiago,,3:23,N,"23,765",0.58,--
32,2018/05/06,CHW,MIN,L,3,5,,9-23,5,7,Duke,Rondón,Rodney,2:56,D,"17,424",0.52,---
33,2018/05/08,CHW,PIT,L,6,10,,9-24,5,7,Glasnow,Volstad,,3:53,N,"12,871",0.38,----
34,2018/05/09,CHW,PIT,L,5,6,,9-25,5,8,Rodríguez,Jones,Vazquez,2:46,D,"12,476",0.32,-----
35,2018/05/11,CHW,CHC,L,2,11,,9-26,5,8,Chatwood,Fulmer,,3:45,D,"39,585",0.31,------
36,2018/05/12,CHW,CHC,L,4,8,,9-27,5,9,Lester,Shields,Morrow,3:20,D,"41,099",0.28,-------
37,2018/05/13,CHW,CHC,W,5,3,,10-27,5,9,Giolito,Hendricks,Rondón,2:47,D,"40,537",0.24,+
38,2018/05/15,CHW,PIT,L,0,7,,10-28,5,8.5,Williams,López,,3:03,N,"11,847",0.27,-
39,2018/05/16,CHW,PIT,L,2,3,,10-29,5,9.5,Santana,Soria,Vazquez,2:45,D,"20,286",0.25,--
40,2018/05/17,CHW,TEX,W,4,2,,11-29,5,9,Avilán,Leclerc,Jones,2:54,N,"17,666",0.21,+
41,2018/05/18,CHW,TEX,L,5,12,,11-30,5,9,Chavez,Fulmer,,3:52,N,"16,373",0.24,-
42,2018/05/19,CHW,TEX,W,5,3,,12-30,5,9,Giolito,Jurado,Jones,2:58,N,"25,611",0.24,+
43,2018/05/20,CHW,TEX,W,3,0,,13-30,4,8,López,Minor,Fry,2:28,D,"16,829",0.27,++
44,2018/05/21,CHW,BAL,L,2,3,,13-31,4,8.5,Cashner,Santiago,Brach,3:02,N,"11,628",0.3,-
45,2018/05/22,CHW,BAL,W,3,2,,14-31,4,8.5,Rondón,Givens,Jones,3:03,N,"12,590",0.27,+
46,2018/05/23,CHW,BAL,W,11,1,,15-31,4,8.5,Covey,Cobb,,2:54,N,"17,056",0.27,++
47,2018/05/24,CHW,BAL,L,3,9,,15-32,5,8.5,Bundy,Giolito,,3:00,D,"19,147",0.28,-
48,2018/05/25,CHW,DET,L,4,5,,15-33,5,8.5,Farmer,Rondón,Greene,2:51,N,"24,648",0.32,--
49,2018/05/26,CHW,DET,W,8,4,,16-33,4,8.5,Santiago,Liriano,,3:16,D,"27,032",0.29,+
50,2018/05/27,CHW,DET,L,2,3,,16-34,5,9.5,Hardy,Shields,Greene,2:17,D,"23,419",0.37,-
51,2018/05/28,CHW,CLE,L,6,9,,16-35,5,10.5,Plutko,Volstad,,3:12,D,"23,729",0.33,--
52,2018/05/29,CHW,CLE,L,3,7,,16-36,5,11.5,Clevinger,Giolito,,2:58,N,"30,441",0.26,---
53,2018/05/30,CHW,CLE,L,1,9,,16-37,5,12.5,Kluber,López,,3:09,D,"17,930",0.22,----
Gm#,,Tm,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,
54,2018/06/01,CHW,MIL,W,8,3,,17-37,5,12,Avilán,Anderson,,3:00,N,"20,004",0.13,+
55,2018/06/02,CHW,MIL,L,0,5,,17-38,5,12,Chacín,Shields,,2:52,D,"29,281",0.15,-
56,2018/06/03,CHW,MIL,W,6,1,,18-38,5,11,Volstad,Suter,,2:53,D,"25,338",0.11,+
57,2018/06/05,CHW,MIN,L,2,4,,18-39,5,11.5,Duffey,Jones,Rodney,2:37,D,0,0.19,-
58,2018/06/05,CHW,MIN,W,6,3,,19-39,5,11.5,Giolito,Littell,Soria,3:07,N,"26,261",0.16,+
59,2018/06/06,CHW,MIN,W,5,2,,20-39,4,11.5,Santiago,Odorizzi,Soria,3:27,N,"20,393",0.2,++
60,2018/06/07,CHW,MIN,L,2,7,,20-40,4,12,Berríos,Shields,,2:14,D,"21,469",0.22,-
61,2018/06/08,CHW,BOS,W,1,0,,21-40,4,12,Covey,Sale,Soria,2:24,N,"36,593",0.14,+
62,2018/06/09,CHW,BOS,L,2,4,,21-41,4,12,Price,Rodón,Kimbrel,2:48,D,"36,675",0.17,-
63,2018/06/10,CHW,BOS,W,5,2,,22-41,4,12,López,Porcello,Soria,3:15,D,"36,998",0.15,+
64,2018/06/11,CHW,CLE,L,0,4,,22-42,4,13,Carrasco,Giolito,,2:59,N,"13,125",0.25,-
65,2018/06/12,CHW,CLE,W,5,1,,23-42,4,12,Shields,Plutko,Soria,2:57,N,"12,357",0.18,+
66,2018/06/13,CHW,CLE,W,3,2,,24-42,4,11,Covey,Bauer,Soria,2:31,N,"19,390",0.22,++
67,2018/06/14,CHW,CLE,L,2,5,,24-43,4,12,Clevinger,Volstad,Allen,2:52,D,"17,183",0.27,-
68,2018/06/15,CHW,DET,L,3,4,,24-44,4,12,Farmer,Minaya,Greene,3:23,N,"22,813",0.16,--
69,2018/06/16,CHW,DET,L,5,7,,24-45,4,12,Farmer,Fry,Greene,3:03,D,"23,195",0.14,---
70,2018/06/17,CHW,DET,L,1,3,,24-46,4,13,Hardy,Shields,Jiménez,2:59,D,"26,746",0.12,----
71,2018/06/18,CHW,CLE,L,2,6,,24-47,4,14,Bauer,Covey,,3:02,N,"17,271",0.11,-----
72,2018/06/19,CHW,CLE,L,3,6,,24-48,4,15,Clevinger,Rodón,Allen,2:46,N,"20,394",0.07,------
73,2018/06/20,CHW,CLE,L,0,12,,24-49,4,16,Kluber,López,,3:06,D,"23,101",0.06,-------
74,2018/06/22,CHW,OAK,L,2,11,,24-50,4,16.5,Manaea,Shields,,3:04,D,0,0.03,--------
75,2018/06/22,CHW,OAK,W,6,4,,25-50,4,16.5,Giolito,Bassitt,Soria,2:47,N,"18,323",0.02,+
76,2018/06/23,CHW,OAK,L,6,7,,25-51,4,17.5,Trivino,Minaya,Treinen,3:28,D,"20,457",0.02,-
77,2018/06/24,CHW,OAK,W,10,3,,26-51,4,17.5,Rodón,Blackburn,,2:42,D,"21,908",0.02,+
78,2018/06/26,CHW,MIN,W,8,4,,27-51,4,16,López,Lynn,,3:16,N,"16,276",0.03,++
79,2018/06/27,CHW,MIN,W,6,1,,28-51,4,16,Shields,Gibson,,2:56,N,"19,466",0.04,+++
80,2018/06/28,CHW,MIN,L,1,2,13,28-52,4,16.5,Busenitz,Santiago,,4:51,D,"21,610",0.05,-
81,2018/06/29,CHW,TEX,L,3,11,,28-53,4,16.5,Gallardo,Covey,,2:47,N,"28,156",0.03,--
82,2018/06/30,CHW,TEX,L,4,13,,28-54,4,16.5,Colón,Rodón,,3:28,N,"28,138",0.03,---
Gm#,,Tm,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,
83,2018/07/01,CHW,TEX,W,10,5,,29-54,4,16.5,López,Hamels,Soria,3:16,D,"22,684",0.03,+
84,2018/07/02,CHW,CIN,L,3,5,,29-55,4,17.5,Floro,Volstad,Iglesias,3:19,N,"16,727",0.03,-
85,2018/07/03,CHW,CIN,W,12,8,12,30-55,4,17.5,Santiago,Stephens,,4:36,N,"22,742",0.02,+
86,2018/07/04,CHW,CIN,L,4,7,,30-56,4,18.5,Romano,Covey,Hughes,3:22,N,"24,442",0.02,-
87,2018/07/05,CHW,HOU,L-wo,3,4,,30-57,4,19,Smith,Soria,,3:05,N,"34,955",0.01,--
88,2018/07/06,CHW,HOU,L,4,11,,30-58,4,20,McCullers,López,Peacock,2:55,N,"38,153",0.01,---
89,2018/07/07,CHW,HOU,L,6,12,,30-59,4,20,Morton,Shields,,3:19,D,"39,568",0.01,----
90,2018/07/08,CHW,HOU,L,1,2,,30-60,4,20,Keuchel,Giolito,Rondón,2:28,D,"41,654",0.01,-----
91,2018/07/10,CHW,STL,L,2,14,,30-61,4,19.5,Mikolas,Covey,,3:10,N,"23,245",0,------
92,2018/07/11,CHW,STL,W,4,0,,31-61,4,19.5,Rodón,Weaver,Soria,2:46,N,"26,319",0,+
93,2018/07/13,CHW,KCR,W,9,6,,32-61,4,19,Shields,Keller,Soria,3:34,N,"19,361",0.01,++
